,lemma,liczba_wystapien,czestosc_wystapien,liczba_dzieci,czestosc_dzieci
1804,morze,3,0.0007618080243778568,3,0.0035419126328217238
1390,kościółka,3,0.0007618080243778568,3,0.0035419126328217238
3305,ugryzieć,3,0.0007618080243778568,3,0.0035419126328217238
3219,traktork,3,0.0007618080243778568,3,0.0035419126328217238
1815,można,3,0.0007618080243778568,3,0.0035419126328217238
1816,mrugać,3,0.0007618080243778568,3,0.0035419126328217238
132,ała,3,0.0007618080243778568,3,0.0035419126328217238
533,czesać,3,0.0007618080243778568,3,0.0035419126328217238
539,cztery,3,0.0007618080243778568,3,0.0035419126328217238
1404,kropka,3,0.0007618080243778568,3,0.0035419126328217238
84,amelka,3,0.0007618080243778568,2,0.0023612750885478157
1656,mamunia,3,0.0007618080243778568,2,0.0023612750885478157
541,czuć,3,0.0007618080243778568,3,0.0035419126328217238
3201,torebka,3,0.0007618080243778568,3,0.0035419126328217238
3336,urodzinek,3,0.0007618080243778568,3,0.0035419126328217238
3486,wtedy,3,0.0007618080243778568,3,0.0035419126328217238
3485,wszędzie,3,0.0007618080243778568,3,0.0035419126328217238
1385,koń,3,0.0007618080243778568,3,0.0035419126328217238
1313,kolano,3,0.0007618080243778568,3,0.0035419126328217238
504,cuc,3,0.0007618080243778568,3,0.0035419126328217238
3249,tupić,3,0.0007618080243778568,3,0.0035419126328217238
513,cycusia,3,0.0007618080243778568,2,0.0023612750885478157
1366,koszulka,3,0.0007618080243778568,3,0.0035419126328217238
3525,wyleć,3,0.0007618080243778568,3,0.0035419126328217238
3526,wymienić,3,0.0007618080243778568,3,0.0035419126328217238
1750,mikuś,3,0.0007618080243778568,1,0.0011806375442739079
3258,tygrys,3,0.0007618080243778568,3,0.0035419126328217238
1753,milenka,3,0.0007618080243778568,2,0.0023612750885478157
3276,tęsknąć,3,0.0007618080243778568,3,0.0035419126328217238
3282,ubikacja,3,0.0007618080243778568,3,0.0035419126328217238
3231,troszeczkę,3,0.0007618080243778568,2,0.0023612750885478157
88,amu,3,0.0007618080243778568,2,0.0023612750885478157
1778,miły,3,0.0007618080243778568,3,0.0035419126328217238
3284,ubranie,3,0.0007618080243778568,3,0.0035419126328217238
1780,miśk,3,0.0007618080243778568,3,0.0035419126328217238
140,babać,3,0.0007618080243778568,2,0.0023612750885478157
3543,wyschnąć,3,0.0007618080243778568,2,0.0023612750885478157
1377,kotlet,3,0.0007618080243778568,3,0.0035419126328217238
1698,matka,3,0.0007618080243778568,3,0.0035419126328217238
3578,włosk,3,0.0007618080243778568,2,0.0023612750885478157
3579,włoski,3,0.0007618080243778568,3,0.0035419126328217238
1860,naduś,3,0.0007618080243778568,1,0.0011806375442739079
1942,niesamowity,3,0.0007618080243778568,3,0.0035419126328217238
3139,tati,3,0.0007618080243778568,2,0.0023612750885478157
1926,niechcić,3,0.0007618080243778568,1,0.0011806375442739079
1587,lusia,3,0.0007618080243778568,2,0.0023612750885478157
463,ciekawy,3,0.0007618080243778568,3,0.0035419126328217238
1357,kosić,3,0.0007618080243778568,3,0.0035419126328217238
1228,kawka,3,0.0007618080243778568,2,0.0023612750885478157
1225,kawałek,3,0.0007618080243778568,2,0.0023612750885478157
3380,wcale,3,0.0007618080243778568,3,0.0035419126328217238
1943,niespodzianka,3,0.0007618080243778568,3,0.0035419126328217238
3465,wreszcie,3,0.0007618080243778568,3,0.0035419126328217238
1449,kucyk,3,0.0007618080243778568,3,0.0035419126328217238
1220,katarek,3,0.0007618080243778568,3,0.0035419126328217238
1217,kasztan,3,0.0007618080243778568,3,0.0035419126328217238
3615,zagrać,3,0.0007618080243778568,3,0.0035419126328217238
1584,lul,3,0.0007618080243778568,2,0.0023612750885478157
1949,nigdy,3,0.0007618080243778568,3,0.0035419126328217238
1213,kasza,3,0.0007618080243778568,3,0.0035419126328217238
3463,wpaść,3,0.0007618080243778568,3,0.0035419126328217238
1922,niebo,3,0.0007618080243778568,3,0.0035419126328217238
470,cieszyć,3,0.0007618080243778568,3,0.0035419126328217238
1420,królewna,3,0.0007618080243778568,3,0.0035419126328217238
1256,kiko,3,0.0007618080243778568,2,0.0023612750885478157
1271,kić,3,0.0007618080243778568,2,0.0023612750885478157
1624,makalon,3,0.0007618080243778568,2,0.0023612750885478157
101,ankieta,3,0.0007618080243778568,2,0.0023612750885478157
80,amać,3,0.0007618080243778568,2,0.0023612750885478157
3357,uwaga,3,0.0007618080243778568,3,0.0035419126328217238
3177,tik,3,0.0007618080243778568,2,0.0023612750885478157
1259,kingus,3,0.0007618080243778568,1,0.0011806375442739079
1257,kinder,3,0.0007618080243778568,3,0.0035419126328217238
3358,uważać,3,0.0007618080243778568,3,0.0035419126328217238
472,cio,3,0.0007618080243778568,3,0.0035419126328217238
590,dimetr,3,0.0007618080243778568,1,0.0011806375442739079
3471,wsiadać,3,0.0007618080243778568,2,0.0023612750885478157
1252,kieszonka,3,0.0007618080243778568,3,0.0035419126328217238
1888,narysywać,3,0.0007618080243778568,3,0.0035419126328217238
3165,tereska,3,0.0007618080243778568,2,0.0023612750885478157
1244,kibelka,3,0.0007618080243778568,3,0.0035419126328217238
1600,maciek,3,0.0007618080243778568,3,0.0035419126328217238
120,autek,3,0.0007618080243778568,3,0.0035419126328217238
221,bed,3,0.0007618080243778568,2,0.0023612750885478157
1686,masełko,3,0.0007618080243778568,3,0.0035419126328217238
975,hena,3,0.0007618080243778568,1,0.0011806375442739079
2519,potrzebować,3,0.0007618080243778568,3,0.0035419126328217238
2525,powiesić,3,0.0007618080243778568,3,0.0035419126328217238
2874,siok,3,0.0007618080243778568,1,0.0011806375442739079
2293,pilot,3,0.0007618080243778568,3,0.0035419126328217238
270,boisko,3,0.0007618080243778568,2,0.0023612750885478157
969,hej,3,0.0007618080243778568,2,0.0023612750885478157
3874,śliczny,3,0.0007618080243778568,3,0.0035419126328217238
963,hanie,3,0.0007618080243778568,3,0.0035419126328217238
809,fifi,3,0.0007618080243778568,2,0.0023612750885478157
962,hani,3,0.0007618080243778568,3,0.0035419126328217238
3869,ścigać,3,0.0007618080243778568,3,0.0035419126328217238
2870,silny,3,0.0007618080243778568,3,0.0035419126328217238
827,fryzjer,3,0.0007618080243778568,3,0.0035419126328217238
376,ce,3,0.0007618080243778568,2,0.0023612750885478157
3865,ściana,3,0.0007618080243778568,3,0.0035419126328217238
2714,rajstopy,3,0.0007618080243778568,2,0.0023612750885478157
3879,śmiać,3,0.0007618080243778568,3,0.0035419126328217238
950,głośno,3,0.0007618080243778568,3,0.0035419126328217238
2698,płat,3,0.0007618080243778568,2,0.0023612750885478157
1004,idealny,3,0.0007618080243778568,2,0.0023612750885478157
2254,pieczątka,3,0.0007618080243778568,2,0.0023612750885478157
999,i tak dalej,3,0.0007618080243778568,2,0.0023612750885478157
302,broda,3,0.0007618080243778568,3,0.0035419126328217238
2265,pieniążek,3,0.0007618080243778568,3,0.0035419126328217238
2559,prosiaczka,3,0.0007618080243778568,3,0.0035419126328217238
42,abet,3,0.0007618080243778568,1,0.0011806375442739079
2885,siuć,3,0.0007618080243778568,3,0.0035419126328217238
988,hulajnoga,3,0.0007618080243778568,2,0.0023612750885478157
681,dynia,3,0.0007618080243778568,3,0.0035419126328217238
313,brzusio,3,0.0007618080243778568,3,0.0035419126328217238
985,huba,3,0.0007618080243778568,1,0.0011806375442739079
2279,piesk,3,0.0007618080243778568,3,0.0035419126328217238
317,brązowy,3,0.0007618080243778568,3,0.0035419126328217238
2501,posikać,3,0.0007618080243778568,2,0.0023612750885478157
2495,porozmawiać,3,0.0007618080243778568,3,0.0035419126328217238
2591,przewrócić,3,0.0007618080243778568,3,0.0035419126328217238
2445,polizać,3,0.0007618080243778568,2,0.0023612750885478157
2809,saba,3,0.0007618080243778568,1,0.0011806375442739079
859,gdy,3,0.0007618080243778568,3,0.0035419126328217238
2461,pomidorek,3,0.0007618080243778568,3,0.0035419126328217238
2391,podnieść,3,0.0007618080243778568,3,0.0035419126328217238
2392,podnosić,3,0.0007618080243778568,3,0.0035419126328217238
2806,rękawiczka,3,0.0007618080243778568,3,0.0035419126328217238
2443,policjant,3,0.0007618080243778568,3,0.0035419126328217238
3809,złamać,3,0.0007618080243778568,3,0.0035419126328217238
2793,rzecz,3,0.0007618080243778568,3,0.0035419126328217238
3838,łać,3,0.0007618080243778568,2,0.0023612750885478157
2416,pojać,3,0.0007618080243778568,3,0.0035419126328217238
3830,łapa,3,0.0007618080243778568,1,0.0011806375442739079
3836,ławka,3,0.0007618080243778568,2,0.0023612750885478157
3831,łapać,3,0.0007618080243778568,3,0.0035419126328217238
909,gruby,3,0.0007618080243778568,3,0.0035419126328217238
2381,poczta,3,0.0007618080243778568,2,0.0023612750885478157
836,gabryś,3,0.0007618080243778568,2,0.0023612750885478157
3856,łyżeczka,3,0.0007618080243778568,3,0.0035419126328217238
2855,siam,3,0.0007618080243778568,2,0.0023612750885478157
2329,piżamka,3,0.0007618080243778568,3,0.0035419126328217238
837,gadać,3,0.0007618080243778568,3,0.0035419126328217238
2849,serek,3,0.0007618080243778568,3,0.0035419126328217238
2848,serduszko,3,0.0007618080243778568,3,0.0035419126328217238
3857,łyżka,3,0.0007618080243778568,3,0.0035419126328217238
3795,zuzia,3,0.0007618080243778568,3,0.0035419126328217238
26,Ola,3,0.0007618080243778568,3,0.0035419126328217238
848,gardełko,3,0.0007618080243778568,2,0.0023612750885478157
2475,pooglądać,3,0.0007618080243778568,3,0.0035419126328217238
3802,zwierzątek,3,0.0007618080243778568,2,0.0023612750885478157
2371,pocałyć,3,0.0007618080243778568,3,0.0035419126328217238
708,dzie,3,0.0007618080243778568,3,0.0035419126328217238
695,dziadzius,3,0.0007618080243778568,3,0.0035419126328217238
1006,idzies,3,0.0007618080243778568,2,0.0023612750885478157
2776,ruda,3,0.0007618080243778568,3,0.0035419126328217238
2207,patryk,3,0.0007618080243778568,2,0.0023612750885478157
2192,parasol,3,0.0007618080243778568,3,0.0035419126328217238
2215,paulinka,3,0.0007618080243778568,3,0.0035419126328217238
400,chmura,3,0.0007618080243778568,3,0.0035419126328217238
3728,zima,3,0.0007618080243778568,3,0.0035419126328217238
2934,smutno,3,0.0007618080243778568,3,0.0035419126328217238
2197,paróweczka,3,0.0007618080243778568,3,0.0035419126328217238
767,eis,3,0.0007618080243778568,3,0.0035419126328217238
3733,ziupa,3,0.0007618080243778568,3,0.0035419126328217238
2214,paulina,3,0.0007618080243778568,2,0.0023612750885478157
2218,paznokieć,3,0.0007618080243778568,3,0.0035419126328217238
2623,psedskole,3,0.0007618080243778568,2,0.0023612750885478157
2230,peppe,3,0.0007618080243778568,2,0.0023612750885478157
6,Adia,3,0.0007618080243778568,2,0.0023612750885478157
2216,paweł,3,0.0007618080243778568,1,0.0011806375442739079
2664,puszczać,3,0.0007618080243778568,3,0.0035419126328217238
2628,psik,3,0.0007618080243778568,2,0.0023612750885478157
2656,pupa,3,0.0007618080243778568,3,0.0035419126328217238
1027,itać,3,0.0007618080243778568,1,0.0011806375442739079
3922,żelek,3,0.0007618080243778568,2,0.0023612750885478157
394,chips,3,0.0007618080243778568,2,0.0023612750885478157
2609,przylecieć,3,0.0007618080243778568,3,0.0035419126328217238
2206,patrycja,3,0.0007618080243778568,3,0.0035419126328217238
1048,jadłać,3,0.0007618080243778568,3,0.0035419126328217238
9,Al,3,0.0007618080243778568,2,0.0023612750885478157
3918,żartować,3,0.0007618080243778568,3,0.0035419126328217238
2597,przyjaciel,3,0.0007618080243778568,3,0.0035419126328217238
1047,jadzia,3,0.0007618080243778568,2,0.0023612750885478157
772,ela,3,0.0007618080243778568,2,0.0023612750885478157
2190,papu,3,0.0007618080243778568,2,0.0023612750885478157
2642,puchatka,3,0.0007618080243778568,3,0.0035419126328217238
3264,tymka,2,0.0005078720162519045,2,0.0023612750885478157
3261,tyle,2,0.0005078720162519045,2,0.0023612750885478157
2751,rolka,2,0.0005078720162519045,1,0.0011806375442739079
2752,rolnik,2,0.0005078720162519045,1,0.0011806375442739079
2483,poprawić,2,0.0005078720162519045,2,0.0023612750885478157
2633,psuć,2,0.0005078720162519045,2,0.0023612750885478157
2742,rodzina,2,0.0005078720162519045,2,0.0023612750885478157
564,dante,2,0.0005078720162519045,1,0.0011806375442739079
1577,luba,2,0.0005078720162519045,1,0.0011806375442739079
3265,tymon,2,0.0005078720162519045,1,0.0011806375442739079
2489,popływać,2,0.0005078720162519045,2,0.0023612750885478157
1712,me,2,0.0005078720162519045,1,0.0011806375442739079
1714,mechanik,2,0.0005078720162519045,2,0.0023612750885478157
2737,robiec,2,0.0005078720162519045,2,0.0023612750885478157
3412,wieźć,2,0.0005078720162519045,1,0.0011806375442739079
1534,leon,2,0.0005078720162519045,2,0.0023612750885478157
1532,lenka,2,0.0005078720162519045,2,0.0023612750885478157
3416,wikienić,2,0.0005078720162519045,2,0.0023612750885478157
2488,popychać,2,0.0005078720162519045,1,0.0011806375442739079
1737,mieu,2,0.0005078720162519045,2,0.0023612750885478157
268,boguś,2,0.0005078720162519045,2,0.0023612750885478157
3274,tędy,2,0.0005078720162519045,1,0.0011806375442739079
1728,michałek,2,0.0005078720162519045,2,0.0023612750885478157
1528,lekcja,2,0.0005078720162519045,2,0.0023612750885478157
2629,psikać,2,0.0005078720162519045,2,0.0023612750885478157
516,cyk,2,0.0005078720162519045,1,0.0011806375442739079
1735,mieszać,2,0.0005078720162519045,2,0.0023612750885478157
111,arbuz,2,0.0005078720162519045,2,0.0023612750885478157
512,cy,2,0.0005078720162519045,1,0.0011806375442739079
1747,miksować,2,0.0005078720162519045,2,0.0023612750885478157
2753,roman,2,0.0005078720162519045,1,0.0011806375442739079
110,apu,2,0.0005078720162519045,1,0.0011806375442739079
508,cukierek,2,0.0005078720162519045,2,0.0023612750885478157
2447,poloń,2,0.0005078720162519045,1,0.0011806375442739079
507,cukiereczka,2,0.0005078720162519045,2,0.0023612750885478157
2636,pszczółek,2,0.0005078720162519045,2,0.0023612750885478157
2444,policzek,2,0.0005078720162519045,2,0.0023612750885478157
153,babta,2,0.0005078720162519045,2,0.0023612750885478157
506,cukier,2,0.0005078720162519045,2,0.0023612750885478157
154,babunia,2,0.0005078720162519045,2,0.0023612750885478157
3235,trzeci,2,0.0005078720162519045,2,0.0023612750885478157
2442,policja,2,0.0005078720162519045,2,0.0023612750885478157
156,babuś,2,0.0005078720162519045,2,0.0023612750885478157
338,burak,2,0.0005078720162519045,1,0.0011806375442739079
1795,mochód,2,0.0005078720162519045,2,0.0023612750885478157
2638,ptak,2,0.0005078720162519045,2,0.0023612750885478157
339,burek,2,0.0005078720162519045,2,0.0023612750885478157
1515,latarka,2,0.0005078720162519045,2,0.0023612750885478157
2458,pomału,2,0.0005078720162519045,1,0.0011806375442739079
2643,puchatkobus,2,0.0005078720162519045,1,0.0011806375442739079
1777,miłosz,2,0.0005078720162519045,2,0.0023612750885478157
565,danuś,2,0.0005078720162519045,2,0.0023612750885478157
149,babkoć,2,0.0005078720162519045,1,0.0011806375442739079
1525,lek,2,0.0005078720162519045,1,0.0011806375442739079
330,buju,2,0.0005078720162519045,2,0.0023612750885478157
331,bujuć,2,0.0005078720162519045,2,0.0023612750885478157
1757,mina,2,0.0005078720162519045,2,0.0023612750885478157
1758,mini,2,0.0005078720162519045,2,0.0023612750885478157
1759,minia,2,0.0005078720162519045,2,0.0023612750885478157
566,dany,2,0.0005078720162519045,2,0.0023612750885478157
1775,miło,2,0.0005078720162519045,2,0.0023612750885478157
1762,minuta,2,0.0005078720162519045,2,0.0023612750885478157
3253,tutu,2,0.0005078720162519045,2,0.0023612750885478157
2756,rosołek,2,0.0005078720162519045,2,0.0023612750885478157
567,darie,2,0.0005078720162519045,1,0.0011806375442739079
2634,psyjechać,2,0.0005078720162519045,1,0.0011806375442739079
2460,pomidor,2,0.0005078720162519045,2,0.0023612750885478157
3245,tulić,2,0.0005078720162519045,2,0.0023612750885478157
2731,rex,2,0.0005078720162519045,1,0.0011806375442739079
1697,matitan,2,0.0005078720162519045,1,0.0011806375442739079
2655,puni,2,0.0005078720162519045,1,0.0011806375442739079
2550,prawo,2,0.0005078720162519045,1,0.0011806375442739079
1601,maciusie,2,0.0005078720162519045,2,0.0023612750885478157
3366,uśpić,2,0.0005078720162519045,1,0.0011806375442739079
1567,lobić,2,0.0005078720162519045,1,0.0011806375442739079
1604,mada,2,0.0005078720162519045,1,0.0011806375442739079
1606,madzić,2,0.0005078720162519045,1,0.0011806375442739079
552,dada,2,0.0005078720162519045,2,0.0023612750885478157
2699,płatek,2,0.0005078720162519045,2,0.0023612750885478157
1564,liście,2,0.0005078720162519045,2,0.0023612750885478157
1563,liziak,2,0.0005078720162519045,2,0.0023612750885478157
1705,małpa,2,0.0005078720162519045,2,0.0023612750885478157
2549,prawie,2,0.0005078720162519045,1,0.0011806375442739079
1617,majować,2,0.0005078720162519045,1,0.0011806375442739079
2703,płyta,2,0.0005078720162519045,1,0.0011806375442739079
3396,widać,2,0.0005078720162519045,2,0.0023612750885478157
3353,utknąć,2,0.0005078720162519045,2,0.0023612750885478157
1623,maka,2,0.0005078720162519045,1,0.0011806375442739079
2539,pożarny,2,0.0005078720162519045,2,0.0023612750885478157
2605,przykleić,2,0.0005078720162519045,2,0.0023612750885478157
2553,prezencik,2,0.0005078720162519045,2,0.0023612750885478157
307,brumbrum,2,0.0005078720162519045,2,0.0023612750885478157
304,brudno,2,0.0005078720162519045,2,0.0023612750885478157
2691,pędzle,2,0.0005078720162519045,1,0.0011806375442739079
558,damianka,2,0.0005078720162519045,1,0.0011806375442739079
117,asia,2,0.0005078720162519045,2,0.0023612750885478157
1582,lucynka,2,0.0005078720162519045,2,0.0023612750885478157
298,brawo,2,0.0005078720162519045,2,0.0023612750885478157
2586,przestraszyć,2,0.0005078720162519045,2,0.0023612750885478157
2674,pysie,2,0.0005078720162519045,2,0.0023612750885478157
284,bozi,2,0.0005078720162519045,1,0.0011806375442739079
283,boza,2,0.0005078720162519045,2,0.0023612750885478157
2592,przez,2,0.0005078720162519045,2,0.0023612750885478157
301,brm,2,0.0005078720162519045,1,0.0011806375442739079
2570,przeczkol,2,0.0005078720162519045,2,0.0023612750885478157
1588,luszać,2,0.0005078720162519045,1,0.0011806375442739079
2598,przyjaciółka,2,0.0005078720162519045,2,0.0023612750885478157
2567,przebrać,2,0.0005078720162519045,2,0.0023612750885478157
2689,pędzelka,2,0.0005078720162519045,2,0.0023612750885478157
3376,warkoczyk,2,0.0005078720162519045,1,0.0011806375442739079
2564,prysznic,2,0.0005078720162519045,2,0.0023612750885478157
316,brzydko,2,0.0005078720162519045,2,0.0023612750885478157
294,bransoletka,2,0.0005078720162519045,2,0.0023612750885478157
3349,usypiać,2,0.0005078720162519045,2,0.0023612750885478157
2657,pupić,2,0.0005078720162519045,1,0.0011806375442739079
133,ałać,2,0.0005078720162519045,2,0.0023612750885478157
2518,potrzebny,2,0.0005078720162519045,2,0.0023612750885478157
2641,puchatek,2,0.0005078720162519045,2,0.0023612750885478157
3301,udrapać,2,0.0005078720162519045,2,0.0023612750885478157
1688,maska,2,0.0005078720162519045,1,0.0011806375442739079
2516,potańczyć,2,0.0005078720162519045,2,0.0023612750885478157
3403,wiek,2,0.0005078720162519045,2,0.0023612750885478157
2513,posłuchać,2,0.0005078720162519045,2,0.0023612750885478157
522,czaruś,2,0.0005078720162519045,2,0.0023612750885478157
2726,remiza,2,0.0005078720162519045,2,0.0023612750885478157
1543,leżakować,2,0.0005078720162519045,2,0.0023612750885478157
3407,wiertarka,2,0.0005078720162519045,1,0.0011806375442739079
1696,mati,2,0.0005078720162519045,2,0.0023612750885478157
2503,poskakać,2,0.0005078720162519045,2,0.0023612750885478157
3293,uczulić,2,0.0005078720162519045,2,0.0023612750885478157
1703,małgosia,2,0.0005078720162519045,2,0.0023612750885478157
2730,restauracja,2,0.0005078720162519045,2,0.0023612750885478157
1548,lila,2,0.0005078720162519045,2,0.0023612750885478157
1554,lis,2,0.0005078720162519045,2,0.0023612750885478157
1630,makspan,2,0.0005078720162519045,2,0.0023612750885478157
1675,marta,2,0.0005078720162519045,2,0.0023612750885478157
3344,uspokoić,2,0.0005078720162519045,2,0.0023612750885478157
1636,malowanka,2,0.0005078720162519045,2,0.0023612750885478157
2709,radio,2,0.0005078720162519045,2,0.0023612750885478157
3339,urodzić,2,0.0005078720162519045,2,0.0023612750885478157
2710,radośnie,2,0.0005078720162519045,1,0.0011806375442739079
1799,modlić,2,0.0005078720162519045,1,0.0011806375442739079
3337,urodzinowy,2,0.0005078720162519045,2,0.0023612750885478157
2660,pusik,2,0.0005078720162519045,1,0.0011806375442739079
2530,pozjeżdżać,2,0.0005078720162519045,2,0.0023612750885478157
3325,umyłać,2,0.0005078720162519045,2,0.0023612750885478157
293,bramka,2,0.0005078720162519045,1,0.0011806375442739079
1657,mamus,2,0.0005078720162519045,1,0.0011806375442739079
2522,potwór,2,0.0005078720162519045,2,0.0023612750885478157
1557,listek,2,0.0005078720162519045,2,0.0023612750885478157
3322,umyjać,2,0.0005078720162519045,2,0.0023612750885478157
3317,ulica,2,0.0005078720162519045,2,0.0023612750885478157
1667,mao,2,0.0005078720162519045,2,0.0023612750885478157
2950,spacel,2,0.0005078720162519045,2,0.0023612750885478157
2389,podmuchać,2,0.0005078720162519045,2,0.0023612750885478157
2778,rura,2,0.0005078720162519045,2,0.0023612750885478157
2031,odcinek,2,0.0005078720162519045,2,0.0023612750885478157
2035,odebrać,2,0.0005078720162519045,2,0.0023612750885478157
3057,szampon,2,0.0005078720162519045,2,0.0023612750885478157
229,benzynowy,2,0.0005078720162519045,2,0.0023612750885478157
3056,szalony,2,0.0005078720162519045,2,0.0023612750885478157
3052,szafek,2,0.0005078720162519045,1,0.0011806375442739079
3051,szafa,2,0.0005078720162519045,2,0.0023612750885478157
203,bater,2,0.0005078720162519045,1,0.0011806375442739079
2049,odzić,2,0.0005078720162519045,2,0.0023612750885478157
3048,sypko,2,0.0005078720162519045,1,0.0011806375442739079
2900,skarpetka,2,0.0005078720162519045,2,0.0023612750885478157
2256,piejś,2,0.0005078720162519045,1,0.0011806375442739079
3043,syknąć,2,0.0005078720162519045,1,0.0011806375442739079
3042,syczeć,2,0.0005078720162519045,1,0.0011806375442739079
2907,sklepik,2,0.0005078720162519045,2,0.0023612750885478157
3039,sweterka,2,0.0005078720162519045,2,0.0023612750885478157
2249,pic,2,0.0005078720162519045,2,0.0023612750885478157
3037,suszarka,2,0.0005078720162519045,2,0.0023612750885478157
2912,skoła,2,0.0005078720162519045,2,0.0023612750885478157
2243,piach,2,0.0005078720162519045,2,0.0023612750885478157
2065,ogródek,2,0.0005078720162519045,2,0.0023612750885478157
391,chem,2,0.0005078720162519045,1,0.0011806375442739079
2894,skajpetka,2,0.0005078720162519045,1,0.0011806375442739079
3065,szeczytać,2,0.0005078720162519045,1,0.0011806375442739079
2234,pepę,2,0.0005078720162519045,2,0.0023612750885478157
3069,szkodzić,2,0.0005078720162519045,2,0.0023612750885478157
233,bi,2,0.0005078720162519045,1,0.0011806375442739079
191,barbia,2,0.0005078720162519045,2,0.0023612750885478157
1997,nuski,2,0.0005078720162519045,1,0.0011806375442739079
2883,siusiać,2,0.0005078720162519045,2,0.0023612750885478157
1999,nynu,2,0.0005078720162519045,1,0.0011806375442739079
2001,nóżek,2,0.0005078720162519045,2,0.0023612750885478157
3083,szyja,2,0.0005078720162519045,1,0.0011806375442739079
445,ciach,2,0.0005078720162519045,1,0.0011806375442739079
381,ceneć,2,0.0005078720162519045,1,0.0011806375442739079
195,bartusie,2,0.0005078720162519045,2,0.0023612750885478157
230,berek,2,0.0005078720162519045,2,0.0023612750885478157
2273,pierze,2,0.0005078720162519045,2,0.0023612750885478157
3078,sztół,2,0.0005078720162519045,1,0.0011806375442739079
3077,sztuczka,2,0.0005078720162519045,2,0.0023612750885478157
196,bartuś,2,0.0005078720162519045,2,0.0023612750885478157
2013,obiadzik,2,0.0005078720162519045,2,0.0023612750885478157
2015,obiecywać,2,0.0005078720162519045,2,0.0023612750885478157
2019,obok,2,0.0005078720162519045,2,0.0023612750885478157
439,chłop,2,0.0005078720162519045,1,0.0011806375442739079
2023,obrać,2,0.0005078720162519045,2,0.0023612750885478157
2893,siśiu,2,0.0005078720162519045,2,0.0023612750885478157
2074,oh,2,0.0005078720162519045,1,0.0011806375442739079
2232,peppę,2,0.0005078720162519045,1,0.0011806375442739079
1992,nożyczki,2,0.0005078720162519045,2,0.0023612750885478157
2111,opiekować,2,0.0005078720162519045,2,0.0023612750885478157
3003,stolik,2,0.0005078720162519045,2,0.0023612750885478157
2120,orzeszek,2,0.0005078720162519045,1,0.0011806375442739079
395,chlast,2,0.0005078720162519045,1,0.0011806375442739079
2121,osemka,2,0.0005078720162519045,1,0.0011806375442739079
2998,stawać,2,0.0005078720162519045,2,0.0023612750885478157
417,chomik,2,0.0005078720162519045,2,0.0023612750885478157
2995,statek,2,0.0005078720162519045,2,0.0023612750885478157
2128,ostatni,2,0.0005078720162519045,2,0.0023612750885478157
2994,stasiek,2,0.0005078720162519045,2,0.0023612750885478157
2993,stasie,2,0.0005078720162519045,1,0.0011806375442739079
2205,pasztet,2,0.0005078720162519045,2,0.0023612750885478157
225,belle,2,0.0005078720162519045,2,0.0023612750885478157
2973,spotkać,2,0.0005078720162519045,2,0.0023612750885478157
2199,pas,2,0.0005078720162519045,2,0.0023612750885478157
2158,pachnieć,2,0.0005078720162519045,2,0.0023612750885478157
2963,spiderman,2,0.0005078720162519045,1,0.0011806375442739079
218,beatka,2,0.0005078720162519045,2,0.0023612750885478157
2167,pajączek,2,0.0005078720162519045,1,0.0011806375442739079
2958,spalić,2,0.0005078720162519045,2,0.0023612750885478157
2942,soczka,2,0.0005078720162519045,2,0.0023612750885478157
402,cho,2,0.0005078720162519045,1,0.0011806375442739079
2113,opona,2,0.0005078720162519045,2,0.0023612750885478157
2930,smoczka,2,0.0005078720162519045,2,0.0023612750885478157
2076,ojej,2,0.0005078720162519045,2,0.0023612750885478157
3007,straszny,2,0.0005078720162519045,2,0.0023612750885478157
3028,suchy,2,0.0005078720162519045,2,0.0023612750885478157
2227,pepe,2,0.0005078720162519045,2,0.0023612750885478157
2222,pebek,2,0.0005078720162519045,1,0.0011806375442739079
2220,pać,2,0.0005078720162519045,2,0.0023612750885478157
3021,stuk,2,0.0005078720162519045,1,0.0011806375442739079
428,chrzciny,2,0.0005078720162519045,2,0.0023612750885478157
2219,pazujek,2,0.0005078720162519045,1,0.0011806375442739079
2087,okulary,2,0.0005078720162519045,2,0.0023612750885478157
3017,strzelać,2,0.0005078720162519045,2,0.0023612750885478157
2091,olek,2,0.0005078720162519045,2,0.0023612750885478157
2217,pawła,2,0.0005078720162519045,1,0.0011806375442739079
2095,oliwer,2,0.0005078720162519045,1,0.0011806375442739079
2097,oliwka,2,0.0005078720162519045,2,0.0023612750885478157
2098,olka,2,0.0005078720162519045,2,0.0023612750885478157
2100,olko,2,0.0005078720162519045,1,0.0011806375442739079
425,chrupek,2,0.0005078720162519045,2,0.0023612750885478157
2102,olus,2,0.0005078720162519045,1,0.0011806375442739079
3012,strona,2,0.0005078720162519045,2,0.0023612750885478157
2929,smoczek,2,0.0005078720162519045,2,0.0023612750885478157
3009,straż,2,0.0005078720162519045,2,0.0023612750885478157
3008,straszyć,2,0.0005078720162519045,2,0.0023612750885478157
1994,nudzić,2,0.0005078720162519045,2,0.0023612750885478157
3090,szynka,2,0.0005078720162519045,2,0.0023612750885478157
502,coć,2,0.0005078720162519045,1,0.0011806375442739079
3191,tobiasz,2,0.0005078720162519045,1,0.0011806375442739079
2383,poczęstować,2,0.0005078720162519045,2,0.0023612750885478157
3189,toaleta,2,0.0005078720162519045,2,0.0023612750885478157
