,lemma,liczba_wystapien,czestosc_wystapien,liczba_dzieci,czestosc_dzieci
2755,rorata,1,0.00025393600812595224,1,0.0011806375442739079
2754,romek,1,0.00025393600812595224,1,0.0011806375442739079
2765,rozbić,1,0.00025393600812595224,1,0.0011806375442739079
3853,łup,1,0.00025393600812595224,1,0.0011806375442739079
2750,roksać,1,0.00025393600812595224,1,0.0011806375442739079
2749,roksanka,1,0.00025393600812595224,1,0.0011806375442739079
2748,roksana,1,0.00025393600812595224,1,0.0011806375442739079
267,bogus,1,0.00025393600812595224,1,0.0011806375442739079
2746,rogalik,1,0.00025393600812595224,1,0.0011806375442739079
2745,rodzynka,1,0.00025393600812595224,1,0.0011806375442739079
2744,rodzić,1,0.00025393600812595224,1,0.0011806375442739079
2743,rodzinka,1,0.00025393600812595224,1,0.0011806375442739079
3855,łychy,1,0.00025393600812595224,1,0.0011806375442739079
2741,rodzice,1,0.00025393600812595224,1,0.0011806375442739079
3859,łódź,1,0.00025393600812595224,1,0.0011806375442739079
2764,rozbilać,1,0.00025393600812595224,1,0.0011806375442739079
2766,rozboleć,1,0.00025393600812595224,1,0.0011806375442739079
2791,rysunek,1,0.00025393600812595224,1,0.0011806375442739079
2779,rureczka,1,0.00025393600812595224,1,0.0011806375442739079
261,bob,1,0.00025393600812595224,1,0.0011806375442739079
3826,ładneczysty,1,0.00025393600812595224,1,0.0011806375442739079
2789,rysiować,1,0.00025393600812595224,1,0.0011806375442739079
2788,rycerz,1,0.00025393600812595224,1,0.0011806375442739079
262,boba,1,0.00025393600812595224,1,0.0011806375442739079
2786,rybek,1,0.00025393600812595224,1,0.0011806375442739079
2785,rybeczko,1,0.00025393600812595224,1,0.0011806375442739079
263,bobas,1,0.00025393600812595224,1,0.0011806375442739079
3829,łana,1,0.00025393600812595224,1,0.0011806375442739079
2783,ruszyć,1,0.00025393600812595224,1,0.0011806375442739079
2781,rusinow,1,0.00025393600812595224,1,0.0011806375442739079
2780,rusiać,1,0.00025393600812595224,1,0.0011806375442739079
3833,łasiaw,1,0.00025393600812595224,1,0.0011806375442739079
2767,rozciągnąć,1,0.00025393600812595224,1,0.0011806375442739079
2777,rudolf,1,0.00025393600812595224,1,0.0011806375442739079
3834,łaskotzyć,1,0.00025393600812595224,1,0.0011806375442739079
3835,łatka,1,0.00025393600812595224,1,0.0011806375442739079
2775,roźtlopek,1,0.00025393600812595224,1,0.0011806375442739079
2774,rozłożyć,1,0.00025393600812595224,1,0.0011806375442739079
2773,rozwalać,1,0.00025393600812595224,1,0.0011806375442739079
2772,roztropek,1,0.00025393600812595224,1,0.0011806375442739079
21,Jej,1,0.00025393600812595224,1,0.0011806375442739079
3841,łoda,1,0.00025393600812595224,1,0.0011806375442739079
3842,łoker,1,0.00025393600812595224,1,0.0011806375442739079
2770,rozpalić,1,0.00025393600812595224,1,0.0011806375442739079
2768,rozczesać,1,0.00025393600812595224,1,0.0011806375442739079
2978,sprężyna,1,0.00025393600812595224,1,0.0011806375442739079
61,agnieszka,1,0.00025393600812595224,1,0.0011806375442739079
2980,spód,1,0.00025393600812595224,1,0.0011806375442739079
3272,tąd,1,0.00025393600812595224,1,0.0011806375442739079
3285,ubranka,1,0.00025393600812595224,1,0.0011806375442739079
3510,wydmuchać,1,0.00025393600812595224,1,0.0011806375442739079
92,andźelika,1,0.00025393600812595224,1,0.0011806375442739079
143,babetcki,1,0.00025393600812595224,1,0.0011806375442739079
144,babeć,1,0.00025393600812595224,1,0.0011806375442739079
145,babi,1,0.00025393600812595224,1,0.0011806375442739079
3278,tłumik,1,0.00025393600812595224,1,0.0011806375442739079
3277,tłuczyć,1,0.00025393600812595224,1,0.0011806375442739079
3512,wygodnie,1,0.00025393600812595224,1,0.0011806375442739079
146,babibś,1,0.00025393600812595224,1,0.0011806375442739079
3513,wygonić,1,0.00025393600812595224,1,0.0011806375442739079
3515,wyjadać,1,0.00025393600812595224,1,0.0011806375442739079
3273,tęcze,1,0.00025393600812595224,1,0.0011806375442739079
3271,tył,1,0.00025393600812595224,1,0.0011806375442739079
2981,spędzać,1,0.00025393600812595224,1,0.0011806375442739079
3270,tytuska,1,0.00025393600812595224,1,0.0011806375442739079
91,andzi,1,0.00025393600812595224,1,0.0011806375442739079
3269,tytusek,1,0.00025393600812595224,1,0.0011806375442739079
3517,wyjście,1,0.00025393600812595224,1,0.0011806375442739079
3268,tyrać,1,0.00025393600812595224,1,0.0011806375442739079
90,andrzej,1,0.00025393600812595224,1,0.0011806375442739079
3267,tyranozaurus,1,0.00025393600812595224,1,0.0011806375442739079
3266,tynka,1,0.00025393600812595224,1,0.0011806375442739079
3519,wykompać,1,0.00025393600812595224,1,0.0011806375442739079
3520,wykonczyć,1,0.00025393600812595224,1,0.0011806375442739079
3521,wykończyć,1,0.00025393600812595224,1,0.0011806375442739079
147,babiś,1,0.00025393600812595224,1,0.0011806375442739079
3523,wykładzina,1,0.00025393600812595224,1,0.0011806375442739079
3286,ubranko,1,0.00025393600812595224,1,0.0011806375442739079
3508,wyczyścić,1,0.00025393600812595224,1,0.0011806375442739079
142,babeczka,1,0.00025393600812595224,1,0.0011806375442739079
3288,ubrudzić,1,0.00025393600812595224,1,0.0011806375442739079
3309,ujek,1,0.00025393600812595224,1,0.0011806375442739079
3308,uje,1,0.00025393600812595224,1,0.0011806375442739079
3307,uja,1,0.00025393600812595224,1,0.0011806375442739079
3495,wybaczprzepraszać,1,0.00025393600812595224,1,0.0011806375442739079
3303,ugopiś,1,0.00025393600812595224,1,0.0011806375442739079
3302,ugasić,1,0.00025393600812595224,1,0.0011806375442739079
3496,wybaczyć,1,0.00025393600812595224,1,0.0011806375442739079
3497,wybierać,1,0.00025393600812595224,1,0.0011806375442739079
3498,wybrać,1,0.00025393600812595224,1,0.0011806375442739079
3300,udeżyć,1,0.00025393600812595224,1,0.0011806375442739079
3499,wybudować,1,0.00025393600812595224,1,0.0011806375442739079
3500,wychodzić,1,0.00025393600812595224,1,0.0011806375442739079
3299,udeźć,1,0.00025393600812595224,1,0.0011806375442739079
134,aś,1,0.00025393600812595224,1,0.0011806375442739079
3297,uderzać,1,0.00025393600812595224,1,0.0011806375442739079
3502,wycierać,1,0.00025393600812595224,1,0.0011806375442739079
3503,wycinanka,1,0.00025393600812595224,1,0.0011806375442739079
135,aść,1,0.00025393600812595224,1,0.0011806375442739079
3295,udarowy,1,0.00025393600812595224,1,0.0011806375442739079
136,aż,1,0.00025393600812595224,1,0.0011806375442739079
3504,wycinać,1,0.00025393600812595224,1,0.0011806375442739079
3505,wyciągnać,1,0.00025393600812595224,1,0.0011806375442739079
3506,wyciągnąć,1,0.00025393600812595224,1,0.0011806375442739079
3507,wyczarować,1,0.00025393600812595224,1,0.0011806375442739079
3292,ucyć,1,0.00025393600812595224,1,0.0011806375442739079
137,b,1,0.00025393600812595224,1,0.0011806375442739079
138,ba,1,0.00025393600812595224,1,0.0011806375442739079
3524,wylać,1,0.00025393600812595224,1,0.0011806375442739079
3260,tygryska,1,0.00025393600812595224,1,0.0011806375442739079
3259,tygrysk,1,0.00025393600812595224,1,0.0011806375442739079
3233,truskawkowy,1,0.00025393600812595224,1,0.0011806375442739079
3549,wystawić,1,0.00025393600812595224,1,0.0011806375442739079
3230,trolejbus,1,0.00025393600812595224,1,0.0011806375442739079
3551,wystrzec,1,0.00025393600812595224,1,0.0011806375442739079
3553,wyszukać,1,0.00025393600812595224,1,0.0011806375442739079
3227,troch,1,0.00025393600812595224,1,0.0011806375442739079
3226,trezba,1,0.00025393600812595224,1,0.0011806375442739079
3555,wywracać,1,0.00025393600812595224,1,0.0011806375442739079
3556,wyzdrowiać,1,0.00025393600812595224,1,0.0011806375442739079
3224,tratować,1,0.00025393600812595224,1,0.0011806375442739079
3557,wyłowić,1,0.00025393600812595224,1,0.0011806375442739079
157,baci,1,0.00025393600812595224,1,0.0011806375442739079
3221,trambaj,1,0.00025393600812595224,1,0.0011806375442739079
3558,wyłączać,1,0.00025393600812595224,1,0.0011806375442739079
3560,wyłąć,1,0.00025393600812595224,1,0.0011806375442739079
3561,wyścig,1,0.00025393600812595224,1,0.0011806375442739079
3562,wyścigowy,1,0.00025393600812595224,1,0.0011806375442739079
85,amen,1,0.00025393600812595224,1,0.0011806375442739079
3218,traktorek,1,0.00025393600812595224,1,0.0011806375442739079
158,bacić,1,0.00025393600812595224,1,0.0011806375442739079
3216,trak,1,0.00025393600812595224,1,0.0011806375442739079
3215,tościki,1,0.00025393600812595224,1,0.0011806375442739079
3214,towarowy,1,0.00025393600812595224,1,0.0011806375442739079
3565,wór,1,0.00025393600812595224,1,0.0011806375442739079
3212,totoć,1,0.00025393600812595224,1,0.0011806375442739079
3211,toto,1,0.00025393600812595224,1,0.0011806375442739079
3210,totek,1,0.00025393600812595224,1,0.0011806375442739079
3209,totać,1,0.00025393600812595224,1,0.0011806375442739079
3548,wystarczyć,1,0.00025393600812595224,1,0.0011806375442739079
155,babunie,1,0.00025393600812595224,1,0.0011806375442739079
3527,wymyślić,1,0.00025393600812595224,1,0.0011806375442739079
3546,wyspan,1,0.00025393600812595224,1,0.0011806375442739079
3528,wynosić,1,0.00025393600812595224,1,0.0011806375442739079
150,babojago,1,0.00025393600812595224,1,0.0011806375442739079
3529,wypadek,1,0.00025393600812595224,1,0.0011806375442739079
3255,twiatek,1,0.00025393600812595224,1,0.0011806375442739079
3254,tutuś,1,0.00025393600812595224,1,0.0011806375442739079
3532,wypełnić,1,0.00025393600812595224,1,0.0011806375442739079
151,babolka,1,0.00025393600812595224,1,0.0011806375442739079
3533,wypiek,1,0.00025393600812595224,1,0.0011806375442739079
3251,turecki,1,0.00025393600812595224,1,0.0011806375442739079
3250,tuptuś,1,0.00025393600812595224,1,0.0011806375442739079
3534,wypisać,1,0.00025393600812595224,1,0.0011806375442739079
3535,wypisywać,1,0.00025393600812595224,1,0.0011806375442739079
3247,tulę,1,0.00025393600812595224,1,0.0011806375442739079
3246,tuliś,1,0.00025393600812595224,1,0.0011806375442739079
3537,wypluć,1,0.00025393600812595224,1,0.0011806375442739079
3244,tulitula,1,0.00025393600812595224,1,0.0011806375442739079
3243,tubis,1,0.00025393600812595224,1,0.0011806375442739079
3538,wypowiadać,1,0.00025393600812595224,1,0.0011806375442739079
152,babsia,1,0.00025393600812595224,1,0.0011806375442739079
3539,wyprasować,1,0.00025393600812595224,1,0.0011806375442739079
3540,wyprać,1,0.00025393600812595224,1,0.0011806375442739079
3541,wypłukać,1,0.00025393600812595224,1,0.0011806375442739079
3241,trąbić,1,0.00025393600812595224,1,0.0011806375442739079
3240,trzęsać,1,0.00025393600812595224,1,0.0011806375442739079
3239,trzynasty,1,0.00025393600812595224,1,0.0011806375442739079
87,ampry,1,0.00025393600812595224,1,0.0011806375442739079
3237,trzymacz,1,0.00025393600812595224,1,0.0011806375442739079
3310,ukiera,1,0.00025393600812595224,1,0.0011806375442739079
3311,ukierać,1,0.00025393600812595224,1,0.0011806375442739079
3312,ukryć,1,0.00025393600812595224,1,0.0011806375442739079
3444,wlendlinka,1,0.00025393600812595224,1,0.0011806375442739079
116,asi,1,0.00025393600812595224,1,0.0011806375442739079
3445,wlewać,1,0.00025393600812595224,1,0.0011806375442739079
3398,widzenie,1,0.00025393600812595224,1,0.0011806375442739079
3447,wmuszać,1,0.00025393600812595224,1,0.0011806375442739079
3449,woelno,1,0.00025393600812595224,1,0.0011806375442739079
3395,wiatrak,1,0.00025393600812595224,1,0.0011806375442739079
3394,wiatr,1,0.00025393600812595224,1,0.0011806375442739079
3453,woleć,1,0.00025393600812595224,1,0.0011806375442739079
3454,wolnno,1,0.00025393600812595224,1,0.0011806375442739079
3393,wiara,1,0.00025393600812595224,1,0.0011806375442739079
3392,wiadomość,1,0.00025393600812595224,1,0.0011806375442739079
106,antoń,1,0.00025393600812595224,1,0.0011806375442739079
3391,wełna,1,0.00025393600812595224,1,0.0011806375442739079
3457,worek,1,0.00025393600812595224,1,0.0011806375442739079
3388,wersalka,1,0.00025393600812595224,1,0.0011806375442739079
3387,weronisie,1,0.00025393600812595224,1,0.0011806375442739079
3385,weronica,1,0.00025393600812595224,1,0.0011806375442739079
118,astronauta,1,0.00025393600812595224,1,0.0011806375442739079
3383,weekend,1,0.00025393600812595224,1,0.0011806375442739079
3459,wozeć,1,0.00025393600812595224,1,0.0011806375442739079
119,atakować,1,0.00025393600812595224,1,0.0011806375442739079
3461,wozić,1,0.00025393600812595224,1,0.0011806375442739079
104,antosi,1,0.00025393600812595224,1,0.0011806375442739079
3379,ważny,1,0.00025393600812595224,1,0.0011806375442739079
3378,warta,1,0.00025393600812595224,1,0.0011806375442739079
3467,wrzucić,1,0.00025393600812595224,1,0.0011806375442739079
3375,warkocze,1,0.00025393600812595224,1,0.0011806375442739079
3400,wieczorynka,1,0.00025393600812595224,1,0.0011806375442739079
3401,wieczór,1,0.00025393600812595224,1,0.0011806375442739079
3372,walczak,1,0.00025393600812595224,1,0.0011806375442739079
115,asekurować,1,0.00025393600812595224,1,0.0011806375442739079
3426,winogrono,1,0.00025393600812595224,1,0.0011806375442739079
109,aprilis,1,0.00025393600812595224,1,0.0011806375442739079
3427,wioska,1,0.00025393600812595224,1,0.0011806375442739079
3428,wiosna,1,0.00025393600812595224,1,0.0011806375442739079
3420,wiktorka,1,0.00025393600812595224,1,0.0011806375442739079
3429,wirus,1,0.00025393600812595224,1,0.0011806375442739079
3418,wiktorek,1,0.00025393600812595224,1,0.0011806375442739079
3431,wisły,1,0.00025393600812595224,1,0.0011806375442739079
3432,witamina,1,0.00025393600812595224,1,0.0011806375442739079
3434,witać,1,0.00025393600812595224,1,0.0011806375442739079
112,aris,1,0.00025393600812595224,1,0.0011806375442739079
3435,witek,1,0.00025393600812595224,1,0.0011806375442739079
3414,wik,1,0.00025393600812595224,1,0.0011806375442739079
3436,wizzair,1,0.00025393600812595224,1,0.0011806375442739079
113,arkana,1,0.00025393600812595224,1,0.0011806375442739079
108,aparat,1,0.00025393600812595224,1,0.0011806375442739079
3411,wieść,1,0.00025393600812595224,1,0.0011806375442739079
3439,więzienie,1,0.00025393600812595224,1,0.0011806375442739079
3410,wieś,1,0.00025393600812595224,1,0.0011806375442739079
114,arletka,1,0.00025393600812595224,1,0.0011806375442739079
3408,wierzyć,1,0.00025393600812595224,1,0.0011806375442739079
3440,wjechać,1,0.00025393600812595224,1,0.0011806375442739079
3441,wkładać,1,0.00025393600812595224,1,0.0011806375442739079
3406,wierszyk,1,0.00025393600812595224,1,0.0011806375442739079
3404,wiele,1,0.00025393600812595224,1,0.0011806375442739079
3442,wlejeć,1,0.00025393600812595224,1,0.0011806375442739079
3443,wlejść,1,0.00025393600812595224,1,0.0011806375442739079
3373,wandzi,1,0.00025393600812595224,1,0.0011806375442739079
3370,wagon,1,0.00025393600812595224,1,0.0011806375442739079
3313,układanka,1,0.00025393600812595224,1,0.0011806375442739079
99,anić,1,0.00025393600812595224,1,0.0011806375442739079
127,autuś,1,0.00025393600812595224,1,0.0011806375442739079
3335,uratować,1,0.00025393600812595224,1,0.0011806375442739079
3334,ura,1,0.00025393600812595224,1,0.0011806375442739079
3333,uprać,1,0.00025393600812595224,1,0.0011806375442739079
3332,upić,1,0.00025393600812595224,1,0.0011806375442739079
3331,upiec,1,0.00025393600812595224,1,0.0011806375442739079
3330,upaść,1,0.00025393600812595224,1,0.0011806375442739079
3329,upalić,1,0.00025393600812595224,1,0.0011806375442739079
3487,wu,1,0.00025393600812595224,1,0.0011806375442739079
3328,upa,1,0.00025393600812595224,1,0.0011806375442739079
3327,up,1,0.00025393600812595224,1,0.0011806375442739079
3326,umówić,1,0.00025393600812595224,1,0.0011806375442739079
3488,wuda,1,0.00025393600812595224,1,0.0011806375442739079
3489,wuf,1,0.00025393600812595224,1,0.0011806375442739079
3490,wufieć,1,0.00025393600812595224,1,0.0011806375442739079
128,auło,1,0.00025393600812595224,1,0.0011806375442739079
3323,umyjąć,1,0.00025393600812595224,1,0.0011806375442739079
3491,wuj,1,0.00025393600812595224,1,0.0011806375442739079
3321,umowa,1,0.00025393600812595224,1,0.0011806375442739079
129,awaryjny,1,0.00025393600812595224,1,0.0011806375442739079
3319,umalować,1,0.00025393600812595224,1,0.0011806375442739079
130,awu,1,0.00025393600812595224,1,0.0011806375442739079
97,aniołek,1,0.00025393600812595224,1,0.0011806375442739079
3316,ulepać,1,0.00025393600812595224,1,0.0011806375442739079
3315,ula,1,0.00025393600812595224,1,0.0011806375442739079
131,ać,1,0.00025393600812595224,1,0.0011806375442739079
96,aniela,1,0.00025393600812595224,1,0.0011806375442739079
98,anita,1,0.00025393600812595224,1,0.0011806375442739079
126,autoko,1,0.00025393600812595224,1,0.0011806375442739079
3469,wróżka,1,0.00025393600812595224,1,0.0011806375442739079
3342,usmażyć,1,0.00025393600812595224,1,0.0011806375442739079
3368,użyć,1,0.00025393600812595224,1,0.0011806375442739079
3472,wsiadnąć,1,0.00025393600812595224,1,0.0011806375442739079
3367,używać,1,0.00025393600812595224,1,0.0011806375442739079
3365,uśmiechnąć,1,0.00025393600812595224,1,0.0011806375442739079
3474,wspólny,1,0.00025393600812595224,1,0.0011806375442739079
3364,uśmiechnić,1,0.00025393600812595224,1,0.0011806375442739079
125,autobusik,1,0.00025393600812595224,1,0.0011806375442739079
3362,uzupełniać,1,0.00025393600812595224,1,0.0011806375442739079
3361,uzdrowić,1,0.00025393600812595224,1,0.0011806375442739079
3360,uza,1,0.00025393600812595224,1,0.0011806375442739079
3359,uwielbiać,1,0.00025393600812595224,1,0.0011806375442739079
3475,wstanie,1,0.00025393600812595224,1,0.0011806375442739079
3356,utrzymać,1,0.00025393600812595224,1,0.0011806375442739079
3479,wstrętny,1,0.00025393600812595224,1,0.0011806375442739079
3355,utnić,1,0.00025393600812595224,1,0.0011806375442739079
3354,utkół,1,0.00025393600812595224,1,0.0011806375442739079
3352,usłyszeć,1,0.00025393600812595224,1,0.0011806375442739079
3480,wsuwek,1,0.00025393600812595224,1,0.0011806375442739079
3481,wsuwka,1,0.00025393600812595224,1,0.0011806375442739079
3351,uszyć,1,0.00025393600812595224,1,0.0011806375442739079
3350,uszykiwać,1,0.00025393600812595224,1,0.0011806375442739079
3348,ustąpić,1,0.00025393600812595224,1,0.0011806375442739079
3347,ustka,1,0.00025393600812595224,1,0.0011806375442739079
3346,ustawiać,1,0.00025393600812595224,1,0.0011806375442739079
3345,usta,1,0.00025393600812595224,1,0.0011806375442739079
100,aniś,1,0.00025393600812595224,1,0.0011806375442739079
3343,uspać,1,0.00025393600812595224,1,0.0011806375442739079
3208,tota,1,0.00025393600812595224,1,0.0011806375442739079
3206,tostać,1,0.00025393600812595224,1,0.0011806375442739079
3205,tost,1,0.00025393600812595224,1,0.0011806375442739079
3066,szestań,1,0.00025393600812595224,1,0.0011806375442739079
62,aha,1,0.00025393600812595224,1,0.0011806375442739079
3063,szczypior,1,0.00025393600812595224,1,0.0011806375442739079
3062,szczypce,1,0.00025393600812595224,1,0.0011806375442739079
3658,zarobić,1,0.00025393600812595224,1,0.0011806375442739079
3659,zasada,1,0.00025393600812595224,1,0.0011806375442739079
3060,szczoteczka,1,0.00025393600812595224,1,0.0011806375442739079
3059,szczeniaczek,1,0.00025393600812595224,1,0.0011806375442739079
201,basozaurus,1,0.00025393600812595224,1,0.0011806375442739079
3661,zastanawiać,1,0.00025393600812595224,1,0.0011806375442739079
3055,szalik,1,0.00025393600812595224,1,0.0011806375442739079
3054,szaleć,1,0.00025393600812595224,1,0.0011806375442739079
202,batel,1,0.00025393600812595224,1,0.0011806375442739079
3662,zastrzyk,1,0.00025393600812595224,1,0.0011806375442739079
3663,zasłonka,1,0.00025393600812595224,1,0.0011806375442739079
3664,zatańczyć,1,0.00025393600812595224,1,0.0011806375442739079
3666,zatyczka,1,0.00025393600812595224,1,0.0011806375442739079
3667,zawieruszyć,1,0.00025393600812595224,1,0.0011806375442739079
3046,synie,1,0.00025393600812595224,1,0.0011806375442739079
3045,synek,1,0.00025393600812595224,1,0.0011806375442739079
3044,symonka,1,0.00025393600812595224,1,0.0011806375442739079
3668,zawieś,1,0.00025393600812595224,1,0.0011806375442739079
3669,zawieść,1,0.00025393600812595224,1,0.0011806375442739079
3040,swieta,1,0.00025393600812595224,1,0.0011806375442739079
3670,zawieź,1,0.00025393600812595224,1,0.0011806375442739079
3038,suwać,1,0.00025393600812595224,1,0.0011806375442739079
3672,zawiązać,1,0.00025393600812595224,1,0.0011806375442739079
3036,suszarek,1,0.00025393600812595224,1,0.0011806375442739079
3064,szczęśliwy,1,0.00025393600812595224,1,0.0011806375442739079
3067,szibka,1,0.00025393600812595224,1,0.0011806375442739079
3034,surowy,1,0.00025393600812595224,1,0.0011806375442739079
3068,szkocja,1,0.00025393600812595224,1,0.0011806375442739079
3089,szyneczka,1,0.00025393600812595224,1,0.0011806375442739079
3637,zamykać,1,0.00025393600812595224,1,0.0011806375442739079
3088,szymonka,1,0.00025393600812595224,1,0.0011806375442739079
3639,zaopiekować,1,0.00025393600812595224,1,0.0011806375442739079
3640,zapalać,1,0.00025393600812595224,1,0.0011806375442739079
3086,szymka,1,0.00025393600812595224,1,0.0011806375442739079
3642,zapasowy,1,0.00025393600812595224,1,0.0011806375442739079
3084,szyjać,1,0.00025393600812595224,1,0.0011806375442739079
3643,zapasówka,1,0.00025393600812595224,1,0.0011806375442739079
3644,zapinać,1,0.00025393600812595224,1,0.0011806375442739079
193,barszczyk,1,0.00025393600812595224,1,0.0011806375442739079
3081,szybki,1,0.00025393600812595224,1,0.0011806375442739079
3645,zapisać,1,0.00025393600812595224,1,0.0011806375442739079
3079,szuflad,1,0.00025393600812595224,1,0.0011806375442739079
3646,zapiąć,1,0.00025393600812595224,1,0.0011806375442739079
3649,zapnić,1,0.00025393600812595224,1,0.0011806375442739079
63,aja,1,0.00025393600812595224,1,0.0011806375442739079
3651,zapraszać,1,0.00025393600812595224,1,0.0011806375442739079
3075,sznurowadło,1,0.00025393600812595224,1,0.0011806375442739079
3074,szmatke,1,0.00025393600812595224,1,0.0011806375442739079
3073,szmatek,1,0.00025393600812595224,1,0.0011806375442739079
3072,szkołyprawda,1,0.00025393600812595224,1,0.0011806375442739079
3653,zaprować,1,0.00025393600812595224,1,0.0011806375442739079
3071,szkołyj,1,0.00025393600812595224,1,0.0011806375442739079
3654,zapłacić,1,0.00025393600812595224,1,0.0011806375442739079
3655,zara,1,0.00025393600812595224,1,0.0011806375442739079
200,basien,1,0.00025393600812595224,1,0.0011806375442739079
3035,surówka,1,0.00025393600812595224,1,0.0011806375442739079
3033,supermen,1,0.00025393600812595224,1,0.0011806375442739079
65,akuk,1,0.00025393600812595224,1,0.0011806375442739079
3694,zdjać,1,0.00025393600812595224,1,0.0011806375442739079
56,adrian,1,0.00025393600812595224,1,0.0011806375442739079
3698,zdmuchać,1,0.00025393600812595224,1,0.0011806375442739079
3005,strach,1,0.00025393600812595224,1,0.0011806375442739079
55,adiśa,1,0.00025393600812595224,1,0.0011806375442739079
3700,zdziwić,1,0.00025393600812595224,1,0.0011806375442739079
3004,stołek,1,0.00025393600812595224,1,0.0011806375442739079
3701,zebry,1,0.00025393600812595224,1,0.0011806375442739079
3001,stlona,1,0.00025393600812595224,1,0.0011806375442739079
3000,stefan,1,0.00025393600812595224,1,0.0011806375442739079
3702,zegar,1,0.00025393600812595224,1,0.0011806375442739079
213,bałwanka,1,0.00025393600812595224,1,0.0011806375442739079
3703,zegarek,1,0.00025393600812595224,1,0.0011806375442739079
54,adita,1,0.00025393600812595224,1,0.0011806375442739079
2997,stawaj,1,0.00025393600812595224,1,0.0011806375442739079
2996,staw,1,0.00025393600812595224,1,0.0011806375442739079
3705,zemno,1,0.00025393600812595224,1,0.0011806375442739079
3706,zepsuty,1,0.00025393600812595224,1,0.0011806375442739079
2992,stasi,1,0.00025393600812595224,1,0.0011806375442739079
2991,stasać,1,0.00025393600812595224,1,0.0011806375442739079
2989,start,1,0.00025393600812595224,1,0.0011806375442739079
2988,stanąć,1,0.00025393600812595224,1,0.0011806375442739079
2987,stalki,1,0.00025393600812595224,1,0.0011806375442739079
2986,stajnia,1,0.00025393600812595224,1,0.0011806375442739079
2985,stacyjkowo,1,0.00025393600812595224,1,0.0011806375442739079
53,adidaska,1,0.00025393600812595224,1,0.0011806375442739079
2983,stachowiak,1,0.00025393600812595224,1,0.0011806375442739079
2982,ssak,1,0.00025393600812595224,1,0.0011806375442739079
57,adriana,1,0.00025393600812595224,1,0.0011806375442739079
211,bałgan,1,0.00025393600812595224,1,0.0011806375442739079
206,bawialnia,1,0.00025393600812595224,1,0.0011806375442739079
3013,stronić,1,0.00025393600812595224,1,0.0011806375442739079
3673,zawolać,1,0.00025393600812595224,1,0.0011806375442739079
3031,sumtny,1,0.00025393600812595224,1,0.0011806375442739079
208,bawka,1,0.00025393600812595224,1,0.0011806375442739079
3029,sufit,1,0.00025393600812595224,1,0.0011806375442739079
3674,zawołać,1,0.00025393600812595224,1,0.0011806375442739079
3424,wilson,1,0.00025393600812595224,1,0.0011806375442739079
60,agatka,1,0.00025393600812595224,1,0.0011806375442739079
3027,suchowola,1,0.00025393600812595224,1,0.0011806375442739079
3678,zaświecić,1,0.00025393600812595224,1,0.0011806375442739079
3024,stór,1,0.00025393600812595224,1,0.0011806375442739079
3023,stópka,1,0.00025393600812595224,1,0.0011806375442739079
3022,stwożić,1,0.00025393600812595224,1,0.0011806375442739079
59,aga,1,0.00025393600812595224,1,0.0011806375442739079
3020,studzić,1,0.00025393600812595224,1,0.0011806375442739079
3683,zbrobić,1,0.00025393600812595224,1,0.0011806375442739079
3019,stróż,1,0.00025393600812595224,1,0.0011806375442739079
3018,strzepnąć,1,0.00025393600812595224,1,0.0011806375442739079
58,aft,1,0.00025393600812595224,1,0.0011806375442739079
3016,strzałka,1,0.00025393600812595224,1,0.0011806375442739079
3015,strzałek,1,0.00025393600812595224,1,0.0011806375442739079
3685,zbudzić,1,0.00025393600812595224,1,0.0011806375442739079
3686,zbyszek,1,0.00025393600812595224,1,0.0011806375442739079
3689,zdać,1,0.00025393600812595224,1,0.0011806375442739079
3014,strusie,1,0.00025393600812595224,1,0.0011806375442739079
3690,zdechnąć,1,0.00025393600812595224,1,0.0011806375442739079
3691,zdecydować,1,0.00025393600812595224,1,0.0011806375442739079
3692,zdeptać,1,0.00025393600812595224,1,0.0011806375442739079
3091,szyszka,1,0.00025393600812595224,1,0.0011806375442739079
3092,sól,1,0.00025393600812595224,1,0.0011806375442739079
3204,tosie,1,0.00025393600812595224,1,0.0011806375442739079
3589,zaaraz,1,0.00025393600812595224,1,0.0011806375442739079
3176,tija,1,0.00025393600812595224,1,0.0011806375442739079
3175,tij,1,0.00025393600812595224,1,0.0011806375442739079
3174,tiejełizioza,1,0.00025393600812595224,1,0.0011806375442739079
3172,tiaziak,1,0.00025393600812595224,1,0.0011806375442739079
163,baima,1,0.00025393600812595224,1,0.0011806375442739079
164,baić,1,0.00025393600812595224,1,0.0011806375442739079
3168,tetka,1,0.00025393600812595224,1,0.0011806375442739079
3167,tesko,1,0.00025393600812595224,1,0.0011806375442739079
3592,zabawny,1,0.00025393600812595224,1,0.0011806375442739079
74,allanka,1,0.00025393600812595224,1,0.0011806375442739079
3164,teres,1,0.00025393600812595224,1,0.0011806375442739079
167,bajdzo,1,0.00025393600812595224,1,0.0011806375442739079
3162,tera,1,0.00025393600812595224,1,0.0011806375442739079
3161,tenis,1,0.00025393600812595224,1,0.0011806375442739079
3160,tendiusia,1,0.00025393600812595224,1,0.0011806375442739079
168,bajdzy,1,0.00025393600812595224,1,0.0011806375442739079
3595,zabiąlić,1,0.00025393600812595224,1,0.0011806375442739079
3157,telewizorek,1,0.00025393600812595224,1,0.0011806375442739079
