,lemma_18_20m,liczba_wystapien_18_20m,czestosc_wystapien_18_20m,liczba_dzieci_18_20m,czestosc_dzieci_18_20m,lemma_21_23m,liczba_wystapien_21_23m,czestosc_wystapien_21_23m,liczba_dzieci_21_23m,czestosc_dzieci_21_23m,lemma_24_26m,liczba_wystapien_24_26m,czestosc_wystapien_24_26m,liczba_dzieci_24_26m,czestosc_dzieci_24_26m,lemma_27_29m,liczba_wystapien_27_29m,czestosc_wystapien_27_29m,liczba_dzieci_27_29m,czestosc_dzieci_27_29m,lemma_30_32m,liczba_wystapien_30_32m,czestosc_wystapien_30_32m,liczba_dzieci_30_32m,czestosc_dzieci_30_32m,lemma_33_40m,liczba_wystapien_33_40m,czestosc_wystapien_33_40m,liczba_dzieci_33_40m,czestosc_dzieci_33_40m
137,nyny,3.0,0.004310344827586207,2.0,0.01020408163265306,po,6.0,0.004694835680751174,5.0,0.019305019305019305,daleko,11.0,0.005841741901221455,9.0,0.02710843373493976,zabawa,11.0,0.0056352459016393444,11.0,0.032448377581120944,siusie,14.0,0.006102877070619006,13.0,0.033942558746736295,tylko,22,0.0078125,21,0.04259634888438134
138,dawid,3.0,0.004310344827586207,2.0,0.01020408163265306,kaszka,6.0,0.004694835680751174,4.0,0.015444015444015444,but,11.0,0.005841741901221455,7.0,0.02108433734939759,obiadek,11.0,0.0056352459016393444,9.0,0.02654867256637168,zimno,13.0,0.005666957279860506,12.0,0.031331592689295036,domek,21,0.007457386363636364,19,0.038539553752535496
139,bajke,3.0,0.004310344827586207,2.0,0.01020408163265306,noga,6.0,0.004694835680751174,5.0,0.019305019305019305,czytać,10.0,0.0053106744556558685,8.0,0.024096385542168676,dużo,11.0,0.0056352459016393444,10.0,0.029498525073746312,jeździć,13.0,0.005666957279860506,12.0,0.031331592689295036,lalka,21,0.007457386363636364,17,0.034482758620689655
140,gol,3.0,0.004310344827586207,2.0,0.01020408163265306,olika,6.0,0.004694835680751174,1.0,0.003861003861003861,wujek,10.0,0.0053106744556558685,9.0,0.02710843373493976,pociąg,11.0,0.0056352459016393444,8.0,0.02359882005899705,traktor,13.0,0.005666957279860506,11.0,0.028720626631853787,myć,21,0.007457386363636364,18,0.036511156186612576
141,pole,3.0,0.004310344827586207,3.0,0.015306122448979591,mniać,6.0,0.004694835680751174,4.0,0.015444015444015444,koło,10.0,0.0053106744556558685,8.0,0.024096385542168676,siebie,11.0,0.0056352459016393444,11.0,0.032448377581120944,spacerek,13.0,0.005666957279860506,12.0,0.031331592689295036,grać,21,0.007457386363636364,17,0.034482758620689655
142,ee,3.0,0.004310344827586207,2.0,0.01020408163265306,bama,6.0,0.004694835680751174,5.0,0.019305019305019305,zimno,10.0,0.0053106744556558685,10.0,0.030120481927710843,jeździć,11.0,0.0056352459016393444,9.0,0.02654867256637168,szybko,13.0,0.005666957279860506,11.0,0.028720626631853787,u,21,0.007457386363636364,20,0.04056795131845842
143,pojechać,3.0,0.004310344827586207,2.0,0.01020408163265306,lecieć,6.0,0.004694835680751174,3.0,0.011583011583011582,bardzo,10.0,0.0053106744556558685,9.0,0.02710843373493976,dzisiaj,11.0,0.0056352459016393444,8.0,0.02359882005899705,twój,13.0,0.005666957279860506,13.0,0.033942558746736295,poprosić,21,0.007457386363636364,18,0.036511156186612576
144,ania,3.0,0.004310344827586207,3.0,0.015306122448979591,pać,6.0,0.004694835680751174,5.0,0.019305019305019305,obiad,10.0,0.0053106744556558685,8.0,0.024096385542168676,lizak,11.0,0.0056352459016393444,10.0,0.029498525073746312,za,13.0,0.005666957279860506,12.0,0.031331592689295036,ładny,20,0.007102272727272727,20,0.04056795131845842
145,mikołaj,3.0,0.004310344827586207,3.0,0.015306122448979591,siadać,6.0,0.004694835680751174,4.0,0.015444015444015444,kasia,10.0,0.0053106744556558685,4.0,0.012048192771084338,jasio,11.0,0.0056352459016393444,6.0,0.017699115044247787,lód,13.0,0.005666957279860506,10.0,0.02610966057441253,książeczka,20,0.007102272727272727,19,0.038539553752535496
146,sklep,3.0,0.004310344827586207,3.0,0.015306122448979591,antoś,6.0,0.004694835680751174,3.0,0.011583011583011582,dla,9.0,0.004779607010090282,8.0,0.024096385542168676,jeden,11.0,0.0056352459016393444,10.0,0.029498525073746312,domek,13.0,0.005666957279860506,10.0,0.02610966057441253,może,20,0.007102272727272727,15,0.030425963488843813
147,drzwi,3.0,0.004310344827586207,3.0,0.015306122448979591,mocno,6.0,0.004694835680751174,3.0,0.011583011583011582,dużo,9.0,0.004779607010090282,7.0,0.02108433734939759,niunia,11.0,0.0056352459016393444,7.0,0.02064896755162242,dlaczego,13.0,0.005666957279860506,10.0,0.02610966057441253,zupka,19,0.006747159090909091,17,0.034482758620689655
148,dziać,3.0,0.004310344827586207,2.0,0.01020408163265306,samolot,6.0,0.004694835680751174,3.0,0.011583011583011582,kiedy,9.0,0.004779607010090282,7.0,0.02108433734939759,pani,10.0,0.005122950819672131,9.0,0.02654867256637168,dostać,12.0,0.0052310374891020054,11.0,0.028720626631853787,potem,19,0.006747159090909091,15,0.030425963488843813
149,amelka,3.0,0.004310344827586207,1.0,0.00510204081632653,poczytać,6.0,0.004694835680751174,5.0,0.019305019305019305,dzwonić,9.0,0.004779607010090282,9.0,0.02710843373493976,dwa,10.0,0.005122950819672131,9.0,0.02654867256637168,wstawać,12.0,0.0052310374891020054,12.0,0.031331592689295036,przynieść,18,0.006392045454545455,16,0.032454361054766734
150,otworzyć,3.0,0.004310344827586207,3.0,0.015306122448979591,tańczyć,6.0,0.004694835680751174,6.0,0.023166023166023165,mleczko,9.0,0.004779607010090282,8.0,0.024096385542168676,kawa,10.0,0.005122950819672131,8.0,0.02359882005899705,założyć,12.0,0.0052310374891020054,10.0,0.02610966057441253,swój,18,0.006392045454545455,17,0.034482758620689655
151,dwór,3.0,0.004310344827586207,2.0,0.01020408163265306,lalka,5.0,0.003912363067292645,4.0,0.015444015444015444,dziecko,9.0,0.004779607010090282,9.0,0.02710843373493976,poczytać,10.0,0.005122950819672131,9.0,0.02654867256637168,wiedzieć,12.0,0.0052310374891020054,12.0,0.031331592689295036,umyć,18,0.006392045454545455,17,0.034482758620689655
152,przyjść,3.0,0.004310344827586207,2.0,0.01020408163265306,nik,5.0,0.003912363067292645,2.0,0.007722007722007722,oć,9.0,0.004779607010090282,6.0,0.018072289156626505,grzeczny,10.0,0.005122950819672131,8.0,0.02359882005899705,otworzyć,12.0,0.0052310374891020054,12.0,0.031331592689295036,urodziny,18,0.006392045454545455,16,0.032454361054766734
153,trzymać,3.0,0.004310344827586207,1.0,0.00510204081632653,wiedzieć,5.0,0.003912363067292645,4.0,0.015444015444015444,siebie,9.0,0.004779607010090282,8.0,0.024096385542168676,kupa,10.0,0.005122950819672131,7.0,0.02064896755162242,umieć,12.0,0.0052310374891020054,10.0,0.02610966057441253,chory,17,0.006036931818181818,16,0.032454361054766734
154,wera,3.0,0.004310344827586207,2.0,0.01020408163265306,prezent,5.0,0.003912363067292645,3.0,0.011583011583011582,chory,9.0,0.004779607010090282,6.0,0.018072289156626505,mamusiuć,10.0,0.005122950819672131,9.0,0.02654867256637168,przecież,12.0,0.0052310374891020054,9.0,0.02349869451697128,malować,17,0.006036931818181818,13,0.02636916835699797
155,kiciet,3.0,0.004310344827586207,3.0,0.015306122448979591,przyjechać,5.0,0.003912363067292645,4.0,0.015444015444015444,kto,9.0,0.004779607010090282,8.0,0.024096385542168676,umyć,10.0,0.005122950819672131,9.0,0.02654867256637168,czerwony,12.0,0.0052310374891020054,12.0,0.031331592689295036,układać,17,0.006036931818181818,16,0.032454361054766734
156,buza,3.0,0.004310344827586207,2.0,0.01020408163265306,księżyc,5.0,0.003912363067292645,4.0,0.015444015444015444,myj,9.0,0.004779607010090282,6.0,0.018072289156626505,zjeść,10.0,0.005122950819672131,9.0,0.02654867256637168,obiad,12.0,0.0052310374891020054,10.0,0.02610966057441253,budować,17,0.006036931818181818,12,0.02434077079107505
157,układać,3.0,0.004310344827586207,2.0,0.01020408163265306,cio,5.0,0.003912363067292645,4.0,0.015444015444015444,ale,9.0,0.004779607010090282,7.0,0.02108433734939759,pać,10.0,0.005122950819672131,7.0,0.02064896755162242,rączka,12.0,0.0052310374891020054,12.0,0.031331592689295036,pomóc,17,0.006036931818181818,17,0.034482758620689655
158,ciekać,3.0,0.004310344827586207,2.0,0.01020408163265306,książeczka,5.0,0.003912363067292645,5.0,0.019305019305019305,włos,9.0,0.004779607010090282,9.0,0.02710843373493976,malować,10.0,0.005122950819672131,9.0,0.02654867256637168,buma,12.0,0.0052310374891020054,7.0,0.018276762402088774,zabrać,17,0.006036931818181818,15,0.030425963488843813
159,bujać,3.0,0.004310344827586207,2.0,0.01020408163265306,woda,5.0,0.003912363067292645,4.0,0.015444015444015444,zupa,8.0,0.004248539564524694,7.0,0.02108433734939759,no,10.0,0.005122950819672131,9.0,0.02654867256637168,jeden,12.0,0.0052310374891020054,11.0,0.028720626631853787,fajnie,17,0.006036931818181818,13,0.02636916835699797
160,budować,3.0,0.004310344827586207,2.0,0.01020408163265306,siebie,5.0,0.003912363067292645,5.0,0.019305019305019305,kanapka,8.0,0.004248539564524694,7.0,0.02108433734939759,bać,10.0,0.005122950819672131,9.0,0.02654867256637168,myć,12.0,0.0052310374891020054,12.0,0.031331592689295036,soczek,16,0.005681818181818182,13,0.02636916835699797
161,wujek,3.0,0.004310344827586207,2.0,0.01020408163265306,kotek,5.0,0.003912363067292645,4.0,0.015444015444015444,rower,8.0,0.004248539564524694,5.0,0.015060240963855422,mniam,10.0,0.005122950819672131,8.0,0.02359882005899705,ubrać,12.0,0.0052310374891020054,10.0,0.02610966057441253,prezent,16,0.005681818181818182,16,0.032454361054766734
162,pepa,3.0,0.004310344827586207,2.0,0.01020408163265306,płakać,5.0,0.003912363067292645,5.0,0.019305019305019305,lalka,8.0,0.004248539564524694,6.0,0.018072289156626505,jajo,10.0,0.005122950819672131,10.0,0.029498525073746312,prezent,12.0,0.0052310374891020054,10.0,0.02610966057441253,założyć,16,0.005681818181818182,14,0.028397565922920892
163,myć,3.0,0.004310344827586207,2.0,0.01020408163265306,jajo,5.0,0.003912363067292645,5.0,0.019305019305019305,aaa,8.0,0.004248539564524694,6.0,0.018072289156626505,mikołaj,10.0,0.005122950819672131,9.0,0.02654867256637168,brzuszek,11.0,0.004795117698343505,10.0,0.02610966057441253,który,16,0.005681818181818182,14,0.028397565922920892
164,cicho,3.0,0.004310344827586207,2.0,0.01020408163265306,mamusiuć,5.0,0.003912363067292645,4.0,0.015444015444015444,ładny,8.0,0.004248539564524694,6.0,0.018072289156626505,oć,9.0,0.004610655737704918,6.0,0.017699115044247787,raz,11.0,0.004795117698343505,10.0,0.02610966057441253,czerwony,16,0.005681818181818182,10,0.02028397565922921
165,niunieć,3.0,0.004310344827586207,2.0,0.01020408163265306,szkoła,5.0,0.003912363067292645,5.0,0.019305019305019305,cicho,8.0,0.004248539564524694,8.0,0.024096385542168676,trzeba,9.0,0.004610655737704918,8.0,0.02359882005899705,żeby,11.0,0.004795117698343505,9.0,0.02349869451697128,nowy,16,0.005681818181818182,15,0.030425963488843813
166,patrzyć,3.0,0.004310344827586207,3.0,0.015306122448979591,pole,5.0,0.003912363067292645,3.0,0.011583011583011582,późno,8.0,0.004248539564524694,7.0,0.02108433734939759,świecić,9.0,0.004610655737704918,8.0,0.02359882005899705,widzieć,11.0,0.004795117698343505,10.0,0.02610966057441253,dzień,16,0.005681818181818182,13,0.02636916835699797
167,grać,2.0,0.0028735632183908046,2.0,0.01020408163265306,jasio,5.0,0.003912363067292645,1.0,0.003861003861003861,tylko,8.0,0.004248539564524694,8.0,0.024096385542168676,lód,9.0,0.004610655737704918,8.0,0.02359882005899705,przynieść,11.0,0.004795117698343505,11.0,0.028720626631853787,zmęczyć,16,0.005681818181818182,15,0.030425963488843813
168,julka,2.0,0.0028735632183908046,1.0,0.00510204081632653,pobawić,5.0,0.003912363067292645,2.0,0.007722007722007722,kuba,8.0,0.004248539564524694,5.0,0.015060240963855422,dla,9.0,0.004610655737704918,8.0,0.02359882005899705,zmęczony,11.0,0.004795117698343505,10.0,0.02610966057441253,światło,16,0.005681818181818182,14,0.028397565922920892
169,kaba,2.0,0.0028735632183908046,1.0,0.00510204081632653,drzwi,5.0,0.003912363067292645,4.0,0.015444015444015444,maj,8.0,0.004248539564524694,5.0,0.015060240963855422,obiad,9.0,0.004610655737704918,8.0,0.02359882005899705,rower,11.0,0.004795117698343505,9.0,0.02349869451697128,zimno,16,0.005681818181818182,15,0.030425963488843813
170,lobić,2.0,0.0028735632183908046,1.0,0.00510204081632653,julka,5.0,0.003912363067292645,2.0,0.007722007722007722,tańczyć,8.0,0.004248539564524694,7.0,0.02108433734939759,raz,9.0,0.004610655737704918,9.0,0.02654867256637168,maj,11.0,0.004795117698343505,6.0,0.015665796344647518,dobry,16,0.005681818181818182,15,0.030425963488843813
171,ruszać,2.0,0.0028735632183908046,2.0,0.01020408163265306,piłka,5.0,0.003912363067292645,4.0,0.015444015444015444,pobawić,8.0,0.004248539564524694,8.0,0.024096385542168676,lul,9.0,0.004610655737704918,6.0,0.017699115044247787,basen,11.0,0.004795117698343505,10.0,0.02610966057441253,raz,15,0.005326704545454545,12,0.02434077079107505
172,pokój,2.0,0.0028735632183908046,2.0,0.01020408163265306,mały,5.0,0.003912363067292645,5.0,0.019305019305019305,za,8.0,0.004248539564524694,7.0,0.02108433734939759,wziąć,9.0,0.004610655737704918,8.0,0.02359882005899705,położyć,11.0,0.004795117698343505,8.0,0.020887728459530026,no,15,0.005326704545454545,14,0.028397565922920892
173,przedszkole,2.0,0.0028735632183908046,2.0,0.01020408163265306,dziadzio,5.0,0.003912363067292645,2.0,0.007722007722007722,obiadek,8.0,0.004248539564524694,8.0,0.024096385542168676,kotek,9.0,0.004610655737704918,8.0,0.02359882005899705,od,11.0,0.004795117698343505,10.0,0.02610966057441253,ubierać,15,0.005326704545454545,11,0.02231237322515213
174,kuk,2.0,0.0028735632183908046,1.0,0.00510204081632653,man,5.0,0.003912363067292645,1.0,0.003861003861003861,szukać,8.0,0.004248539564524694,7.0,0.02108433734939759,zakupy,9.0,0.004610655737704918,8.0,0.02359882005899705,telefon,11.0,0.004795117698343505,10.0,0.02610966057441253,zupa,15,0.005326704545454545,14,0.028397565922920892
175,kapka,2.0,0.0028735632183908046,1.0,0.00510204081632653,lubić,5.0,0.003912363067292645,5.0,0.019305019305019305,mieu,8.0,0.004248539564524694,3.0,0.009036144578313253,koło,8.0,0.004098360655737705,4.0,0.011799410029498525,bić,11.0,0.004795117698343505,11.0,0.028720626631853787,telewizor,15,0.005326704545454545,14,0.028397565922920892
176,haha,2.0,0.0028735632183908046,1.0,0.00510204081632653,pani,5.0,0.003912363067292645,4.0,0.015444015444015444,aa,8.0,0.004248539564524694,7.0,0.02108433734939759,pies,8.0,0.004098360655737705,7.0,0.02064896755162242,poprosić,11.0,0.004795117698343505,10.0,0.02610966057441253,komputer,15,0.005326704545454545,13,0.02636916835699797
177,głodny,2.0,0.0028735632183908046,2.0,0.01020408163265306,amu,5.0,0.003912363067292645,4.0,0.015444015444015444,umyć,8.0,0.004248539564524694,6.0,0.018072289156626505,góra,8.0,0.004098360655737705,7.0,0.02064896755162242,mikołaj,11.0,0.004795117698343505,9.0,0.02349869451697128,pokój,15,0.005326704545454545,15,0.030425963488843813
178,gonić,2.0,0.0028735632183908046,2.0,0.01020408163265306,obiad,5.0,0.003912363067292645,3.0,0.011583011583011582,dada,8.0,0.004248539564524694,5.0,0.015060240963855422,piesek,8.0,0.004098360655737705,8.0,0.02359882005899705,zabawka,11.0,0.004795117698343505,9.0,0.02349869451697128,kto,15,0.005326704545454545,13,0.02636916835699797
179,mały,2.0,0.0028735632183908046,2.0,0.01020408163265306,bam,5.0,0.003912363067292645,5.0,0.019305019305019305,traktor,8.0,0.004248539564524694,5.0,0.015060240963855422,wiedzieć,8.0,0.004098360655737705,5.0,0.014749262536873156,piłka,11.0,0.004795117698343505,10.0,0.02610966057441253,lal,15,0.005326704545454545,10,0.02028397565922921
180,kupijać,2.0,0.0028735632183908046,1.0,0.00510204081632653,agat,5.0,0.003912363067292645,1.0,0.003861003861003861,dwór,8.0,0.004248539564524694,8.0,0.024096385542168676,kuba,8.0,0.004098360655737705,5.0,0.014749262536873156,ola,11.0,0.004795117698343505,8.0,0.020887728459530026,cukierka,15,0.005326704545454545,13,0.02636916835699797
181,kawa,2.0,0.0028735632183908046,2.0,0.01020408163265306,xxx,5.0,0.003912363067292645,5.0,0.019305019305019305,pani,8.0,0.004248539564524694,8.0,0.024096385542168676,klocek,8.0,0.004098360655737705,8.0,0.02359882005899705,czytać,10.0,0.004359197907585004,10.0,0.02610966057441253,padać,14,0.004971590909090909,14,0.028397565922920892
182,pość,2.0,0.0028735632183908046,1.0,0.00510204081632653,naprawiać,4.0,0.003129890453834116,3.0,0.011583011583011582,kąpać,8.0,0.004248539564524694,8.0,0.024096385542168676,zostawić,8.0,0.004098360655737705,6.0,0.017699115044247787,niegrzeczny,10.0,0.004359197907585004,8.0,0.020887728459530026,zbudować,14,0.004971590909090909,13,0.02636916835699797
183,lenton,2.0,0.0028735632183908046,1.0,0.00510204081632653,kakao,4.0,0.003129890453834116,4.0,0.015444015444015444,głodny,8.0,0.004248539564524694,7.0,0.02108433734939759,piękny,8.0,0.004098360655737705,8.0,0.02359882005899705,mówić,10.0,0.004359197907585004,9.0,0.02349869451697128,las,14,0.004971590909090909,13,0.02636916835699797
184,szkoła,2.0,0.0028735632183908046,2.0,0.01020408163265306,nino,4.0,0.003129890453834116,1.0,0.003861003861003861,widzieć,8.0,0.004248539564524694,6.0,0.018072289156626505,kto,8.0,0.004098360655737705,6.0,0.017699115044247787,zupa,10.0,0.004359197907585004,9.0,0.02349869451697128,but,14,0.004971590909090909,13,0.02636916835699797
185,lać,2.0,0.0028735632183908046,2.0,0.01020408163265306,dziadziaba,4.0,0.003129890453834116,1.0,0.003861003861003861,zjemć,7.0,0.0037174721189591076,6.0,0.018072289156626505,wrócić,8.0,0.004098360655737705,7.0,0.02064896755162242,oć,10.0,0.004359197907585004,5.0,0.013054830287206266,mamuś,14,0.004971590909090909,5,0.010141987829614604
186,kapta,2.0,0.0028735632183908046,1.0,0.00510204081632653,piosenka,4.0,0.003129890453834116,3.0,0.011583011583011582,swój,7.0,0.0037174721189591076,6.0,0.018072289156626505,szybko,8.0,0.004098360655737705,7.0,0.02064896755162242,sok,10.0,0.004359197907585004,9.0,0.02349869451697128,ola,14,0.004971590909090909,11,0.02231237322515213
187,konik,2.0,0.0028735632183908046,1.0,0.00510204081632653,jul,4.0,0.003129890453834116,2.0,0.007722007722007722,no,7.0,0.0037174721189591076,7.0,0.02108433734939759,świnka,8.0,0.004098360655737705,6.0,0.017699115044247787,telewizor,10.0,0.004359197907585004,10.0,0.02610966057441253,dziękować,14,0.004971590909090909,10,0.02028397565922921
188,placa,2.0,0.0028735632183908046,2.0,0.01020408163265306,cuc,4.0,0.003129890453834116,3.0,0.011583011583011582,grać,7.0,0.0037174721189591076,7.0,0.02108433734939759,pokój,8.0,0.004098360655737705,7.0,0.02064896755162242,dzidza,10.0,0.004359197907585004,7.0,0.018276762402088774,sukienka,14,0.004971590909090909,11,0.02231237322515213
189,malować,2.0,0.0028735632183908046,2.0,0.01020408163265306,komar,4.0,0.003129890453834116,3.0,0.011583011583011582,ala,7.0,0.0037174721189591076,5.0,0.015060240963855422,xxx,8.0,0.004098360655737705,6.0,0.017699115044247787,budować,10.0,0.004359197907585004,10.0,0.02610966057441253,spacerek,14,0.004971590909090909,13,0.02636916835699797
190,kompu,2.0,0.0028735632183908046,1.0,0.00510204081632653,spacer,4.0,0.003129890453834116,4.0,0.015444015444015444,otworzyć,7.0,0.0037174721189591076,7.0,0.02108433734939759,zupka,8.0,0.004098360655737705,7.0,0.02064896755162242,doktor,10.0,0.004359197907585004,8.0,0.020887728459530026,góra,14,0.004971590909090909,14,0.028397565922920892
191,mal,2.0,0.0028735632183908046,1.0,0.00510204081632653,zobaczyć,4.0,0.003129890453834116,3.0,0.011583011583011582,dlaczego,7.0,0.0037174721189591076,6.0,0.018072289156626505,trzymać,8.0,0.004098360655737705,8.0,0.02359882005899705,mleczko,10.0,0.004359197907585004,8.0,0.020887728459530026,stać,14,0.004971590909090909,14,0.028397565922920892
192,lód,2.0,0.0028735632183908046,2.0,0.01020408163265306,la,4.0,0.003129890453834116,2.0,0.007722007722007722,xxx,7.0,0.0037174721189591076,5.0,0.015060240963855422,otworzyć,8.0,0.004098360655737705,7.0,0.02064896755162242,piękny,10.0,0.004359197907585004,9.0,0.02349869451697128,od,14,0.004971590909090909,13,0.02636916835699797
193,kopać,2.0,0.0028735632183908046,1.0,0.00510204081632653,dziemy,4.0,0.003129890453834116,1.0,0.003861003861003861,mamuś,7.0,0.0037174721189591076,7.0,0.02108433734939759,lalka,8.0,0.004098360655737705,8.0,0.02359882005899705,noga,10.0,0.004359197907585004,9.0,0.02349869451697128,inny,13,0.004616477272727273,10,0.02028397565922921
194,mijać,2.0,0.0028735632183908046,1.0,0.00510204081632653,obudzić,4.0,0.003129890453834116,4.0,0.015444015444015444,kot,7.0,0.0037174721189591076,6.0,0.018072289156626505,opa,8.0,0.004098360655737705,5.0,0.014749262536873156,dzwonić,10.0,0.004359197907585004,9.0,0.02349869451697128,naprawić,13,0.004616477272727273,12,0.02434077079107505
195,marys,2.0,0.0028735632183908046,1.0,0.00510204081632653,aa,4.0,0.003129890453834116,4.0,0.015444015444015444,pisać,7.0,0.0037174721189591076,6.0,0.018072289156626505,dobrze,8.0,0.004098360655737705,6.0,0.017699115044247787,uderzyć,9.0,0.003923278116826504,9.0,0.02349869451697128,niegrzeczny,13,0.004616477272727273,12,0.02434077079107505
196,in,2.0,0.0028735632183908046,1.0,0.00510204081632653,Nina,4.0,0.003129890453834116,1.0,0.003861003861003861,cześć,7.0,0.0037174721189591076,4.0,0.012048192771084338,hauł,8.0,0.004098360655737705,4.0,0.011799410029498525,bułka,9.0,0.003923278116826504,8.0,0.020887728459530026,drugi,13,0.004616477272727273,8,0.016227180527383367
197,mieszko,2.0,0.0028735632183908046,1.0,0.00510204081632653,dzień,4.0,0.003129890453834116,2.0,0.007722007722007722,autobus,7.0,0.0037174721189591076,7.0,0.02108433734939759,układać,8.0,0.004098360655737705,6.0,0.017699115044247787,kawa,9.0,0.003923278116826504,8.0,0.020887728459530026,piesek,13,0.004616477272727273,11,0.02231237322515213
198,mie,2.0,0.0028735632183908046,2.0,0.01020408163265306,wstanić,4.0,0.003129890453834116,3.0,0.011583011583011582,mieszkać,7.0,0.0037174721189591076,5.0,0.015060240963855422,julka,7.0,0.003586065573770492,5.0,0.014749262536873156,sto,9.0,0.003923278116826504,5.0,0.013054830287206266,kupa,13,0.004616477272727273,10,0.02028397565922921
199,kosić,2.0,0.0028735632183908046,1.0,0.00510204081632653,budować,4.0,0.003129890453834116,3.0,0.011583011583011582,czapka,7.0,0.0037174721189591076,6.0,0.018072289156626505,kubuś,7.0,0.003586065573770492,3.0,0.008849557522123894,tymek,9.0,0.003923278116826504,1.0,0.0026109660574412533,pa,13,0.004616477272727273,5,0.010141987829614604
200,siedzieć,2.0,0.0028735632183908046,1.0,0.00510204081632653,kuba,4.0,0.003129890453834116,3.0,0.011583011583011582,jutro,7.0,0.0037174721189591076,6.0,0.018072289156626505,brudny,7.0,0.003586065573770492,7.0,0.02064896755162242,rysować,9.0,0.003923278116826504,8.0,0.020887728459530026,szukać,13,0.004616477272727273,12,0.02434077079107505
201,przyjechać,2.0,0.0028735632183908046,2.0,0.01020408163265306,człowiek,4.0,0.003129890453834116,3.0,0.011583011583011582,zabawka,6.0,0.003186404673393521,5.0,0.015060240963855422,dziś,7.0,0.003586065573770492,4.0,0.011799410029498525,piesek,9.0,0.003923278116826504,9.0,0.02349869451697128,chlebek,13,0.004616477272727273,12,0.02434077079107505
202,psi,2.0,0.0028735632183908046,1.0,0.00510204081632653,duk,4.0,0.003129890453834116,1.0,0.003861003861003861,domek,6.0,0.003186404673393521,6.0,0.018072289156626505,wujek,7.0,0.003586065573770492,7.0,0.02064896755162242,kredka,9.0,0.003923278116826504,9.0,0.02349869451697128,jeden,13,0.004616477272727273,13,0.02636916835699797
203,kotek,2.0,0.0028735632183908046,2.0,0.01020408163265306,no,4.0,0.003129890453834116,3.0,0.011583011583011582,opa,6.0,0.003186404673393521,4.0,0.012048192771084338,pau,7.0,0.003586065573770492,1.0,0.0029498525073746312,wujek,9.0,0.003923278116826504,9.0,0.02349869451697128,bić,13,0.004616477272727273,13,0.02636916835699797
204,smsa,2.0,0.0028735632183908046,1.0,0.00510204081632653,koparka,4.0,0.003129890453834116,3.0,0.011583011583011582,telefon,6.0,0.003186404673393521,4.0,0.012048192771084338,hanie,7.0,0.003586065573770492,6.0,0.017699115044247787,potem,9.0,0.003923278116826504,6.0,0.015665796344647518,umieć,13,0.004616477272727273,13,0.02636916835699797
205,michałek,2.0,0.0028735632183908046,1.0,0.00510204081632653,mieścić,4.0,0.003129890453834116,1.0,0.003861003861003861,obok,6.0,0.003186404673393521,4.0,0.012048192771084338,but,7.0,0.003586065573770492,6.0,0.017699115044247787,jajko,9.0,0.003923278116826504,8.0,0.020887728459530026,bać,12,0.004261363636363636,12,0.02434077079107505
206,rok,2.0,0.0028735632183908046,1.0,0.00510204081632653,sto,4.0,0.003129890453834116,2.0,0.007722007722007722,tomek,6.0,0.003186404673393521,3.0,0.009036144578313253,skakać,7.0,0.003586065573770492,7.0,0.02064896755162242,bać,9.0,0.003923278116826504,7.0,0.018276762402088774,pociąg,12,0.004261363636363636,9,0.018255578093306288
207,koło,2.0,0.0028735632183908046,1.0,0.00510204081632653,padać,4.0,0.003129890453834116,4.0,0.015444015444015444,ti,6.0,0.003186404673393521,2.0,0.006024096385542169,jacuś,7.0,0.003586065573770492,1.0,0.0029498525073746312,zabrać,9.0,0.003923278116826504,7.0,0.018276762402088774,jogurt,12,0.004261363636363636,11,0.02231237322515213
208,siadać,2.0,0.0028735632183908046,1.0,0.00510204081632653,trzy,4.0,0.003129890453834116,3.0,0.011583011583011582,zaraz,6.0,0.003186404673393521,3.0,0.009036144578313253,spacerek,7.0,0.003586065573770492,7.0,0.02064896755162242,płakać,9.0,0.003923278116826504,9.0,0.02349869451697128,buma,12,0.004261363636363636,7,0.014198782961460446
209,hani,2.0,0.0028735632183908046,1.0,0.00510204081632653,adaś,4.0,0.003129890453834116,2.0,0.007722007722007722,pau,6.0,0.003186404673393521,1.0,0.0030120481927710845,gabi,7.0,0.003586065573770492,1.0,0.0029498525073746312,kot,9.0,0.003923278116826504,7.0,0.018276762402088774,julia,12,0.004261363636363636,7,0.014198782961460446
210,kościół,2.0,0.0028735632183908046,1.0,0.00510204081632653,mal,4.0,0.003129890453834116,1.0,0.003861003861003861,oko,6.0,0.003186404673393521,5.0,0.015060240963855422,bułka,7.0,0.003586065573770492,7.0,0.02064896755162242,autko,9.0,0.003923278116826504,8.0,0.020887728459530026,ciemno,12,0.004261363636363636,12,0.02434077079107505
211,pla,2.0,0.0028735632183908046,1.0,0.00510204081632653,zabrać,4.0,0.003129890453834116,4.0,0.015444015444015444,twój,6.0,0.003186404673393521,6.0,0.018072289156626505,sok,7.0,0.003586065573770492,6.0,0.017699115044247787,pisać,9.0,0.003923278116826504,7.0,0.018276762402088774,czekać,12,0.004261363636363636,10,0.02028397565922921
