,lemma_18_20m,liczba_wystapien_18_20m,czestosc_wystapien_18_20m,liczba_dzieci_18_20m,czestosc_dzieci_18_20m,lemma_21_23m,liczba_wystapien_21_23m,czestosc_wystapien_21_23m,liczba_dzieci_21_23m,czestosc_dzieci_21_23m,lemma_24_26m,liczba_wystapien_24_26m,czestosc_wystapien_24_26m,liczba_dzieci_24_26m,czestosc_dzieci_24_26m,lemma_27_29m,liczba_wystapien_27_29m,czestosc_wystapien_27_29m,liczba_dzieci_27_29m,czestosc_dzieci_27_29m,lemma_30_32m,liczba_wystapien_30_32m,czestosc_wystapien_30_32m,liczba_dzieci_30_32m,czestosc_dzieci_30_32m,lemma_33_40m,liczba_wystapien_33_40m,czestosc_wystapien_33_40m,liczba_dzieci_33_40m,czestosc_dzieci_33_40m
1189,,,,,,kasz,1.0,0.000782472613458529,1.0,0.003861003861003861,taktol,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zawołać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,dworek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,grzesie,2,0.0007102272727272727,2,0.004056795131845842
1190,,,,,,jeśczyć,1.0,0.000782472613458529,1.0,0.003861003861003861,bałić,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zawsze,1.0,0.0005122950819672131,1.0,0.0029498525073746312,dwól,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zostawać,2,0.0007102272727272727,2,0.004056795131845842
1191,,,,,,jeną,1.0,0.000782472613458529,1.0,0.003861003861003861,tableta,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zaznaczyć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,rusinow,1.0,0.00043591979075850045,1.0,0.0026109660574412533,język,2,0.0007102272727272727,2,0.004056795131845842
1192,,,,,,jeje,1.0,0.000782472613458529,1.0,0.003861003861003861,słodycz,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kukielka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,rusiać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,luba,2,0.0007102272727272727,1,0.002028397565922921
1193,,,,,,jeden,1.0,0.000782472613458529,1.0,0.003861003861003861,słychać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,krzyczeć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,ruda,1.0,0.00043591979075850045,1.0,0.0026109660574412533,anan,2,0.0007102272727272727,1,0.002028397565922921
1194,,,,,,głośno,1.0,0.000782472613458529,1.0,0.003861003861003861,słuchać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zbierać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,duzie,1.0,0.00043591979075850045,1.0,0.0026109660574412533,alo,2,0.0007102272727272727,2,0.004056795131845842
1195,,,,,,głupi,1.0,0.000782472613458529,1.0,0.003861003861003861,bed,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zbij,1.0,0.0005122950819672131,1.0,0.0029498525073746312,sala,1.0,0.00043591979075850045,1.0,0.0026109660574412533,kosz,2,0.0007102272727272727,2,0.004056795131845842
1196,,,,,,hajać,1.0,0.000782472613458529,1.0,0.003861003861003861,słoń,1.0,0.0005310674455655868,1.0,0.0030120481927710845,krzywda,1.0,0.0005122950819672131,1.0,0.0029498525073746312,scoobić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zabić,2,0.0007102272727272727,2,0.004056795131845842
1197,,,,,,hallo,1.0,0.000782472613458529,1.0,0.003861003861003861,słoneczny,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zboże,1.0,0.0005122950819672131,1.0,0.0029498525073746312,sanki,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zlew,2,0.0007102272727272727,2,0.004056795131845842
1198,,,,,,hani,1.0,0.000782472613458529,1.0,0.003861003861003861,słomka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ano,1.0,0.0005122950819672131,1.0,0.0029498525073746312,schowie,1.0,0.00043591979075850045,1.0,0.0026109660574412533,kończyć,2,0.0007102272727272727,2,0.004056795131845842
1199,,,,,,hebata,1.0,0.000782472613458529,1.0,0.003861003861003861,powbijać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zbyszek,1.0,0.0005122950819672131,1.0,0.0029498525073746312,drzwiczek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,jagódka,2,0.0007102272727272727,2,0.004056795131845842
1200,,,,,,herbaciarnia,1.0,0.000782472613458529,1.0,0.003861003861003861,ball,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zbyć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,drzyć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,lokomotywa,2,0.0007102272727272727,2,0.004056795131845842
1201,,,,,,holandia,1.0,0.000782472613458529,1.0,0.003861003861003861,wtedy,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kubulek,1.0,0.0005122950819672131,1.0,0.0029498525073746312,schljudny,1.0,0.00043591979075850045,1.0,0.0026109660574412533,karinka,2,0.0007102272727272727,1,0.002028397565922921
1202,,,,,,hu,1.0,0.000782472613458529,1.0,0.003861003861003861,bakuś,1.0,0.0005310674455655868,1.0,0.0030120481927710845,aga,1.0,0.0005122950819672131,1.0,0.0029498525073746312,dudopis,1.0,0.00043591979075850045,1.0,0.0026109660574412533,grzyb,2,0.0007102272727272727,2,0.004056795131845842
1203,,,,,,hurra,1.0,0.000782472613458529,1.0,0.003861003861003861,wieźć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zamiatać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,sań,1.0,0.00043591979075850045,1.0,0.0026109660574412533,kanapeczka,2,0.0007102272727272727,2,0.004056795131845842
1204,,,,,,husiać,1.0,0.000782472613458529,1.0,0.003861003861003861,wieś,1.0,0.0005310674455655868,1.0,0.0030120481927710845,świeczka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,dume,1.0,0.00043591979075850045,1.0,0.0026109660574412533,list,2,0.0007102272727272727,2,0.004056795131845842
1205,,,,,,iba,1.0,0.000782472613458529,1.0,0.003861003861003861,wiewiórka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ślimokać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,sanie,1.0,0.00043591979075850045,1.0,0.0026109660574412533,koszyk,2,0.0007102272727272727,1,0.002028397565922921
1206,,,,,,icho,1.0,0.000782472613458529,1.0,0.003861003861003861,auło,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Sii,1.0,0.0005122950819672131,1.0,0.0029498525073746312,salon,1.0,0.00043591979075850045,1.0,0.0026109660574412533,koszyczek,2,0.0007102272727272727,2,0.004056795131845842
1207,,,,,,iciu,1.0,0.000782472613458529,1.0,0.003861003861003861,wielgaśny,1.0,0.0005310674455655868,1.0,0.0030120481927710845,śmieszny,1.0,0.0005122950819672131,1.0,0.0029498525073746312,dupa,1.0,0.00043591979075850045,1.0,0.0026109660574412533,ani,2,0.0007102272727272727,2,0.004056795131845842
1208,,,,,,ida,1.0,0.000782472613458529,1.0,0.003861003861003861,wiatrak,1.0,0.0005310674455655868,1.0,0.0030120481927710845,śmietki,1.0,0.0005122950819672131,1.0,0.0029498525073746312,dupek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,hulajnoga,2,0.0007102272727272727,2,0.004056795131845842
1209,,,,,,idziem,1.0,0.000782472613458529,1.0,0.003861003861003861,wiatr,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Pap,1.0,0.0005122950819672131,1.0,0.0029498525073746312,samojot,1.0,0.00043591979075850045,1.0,0.0026109660574412533,i tym podobne,2,0.0007102272727272727,1,0.002028397565922921
1210,,,,,,imię,1.0,0.000782472613458529,1.0,0.003861003861003861,wiaderko,1.0,0.0005310674455655868,1.0,0.0030120481927710845,królowo,1.0,0.0005122950819672131,1.0,0.0029498525073746312,samoczek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,lul,2,0.0007102272727272727,1,0.002028397565922921
1211,,,,,,ipko,1.0,0.000782472613458529,1.0,0.003861003861003861,wejść,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Kielce,1.0,0.0005122950819672131,1.0,0.0029498525073746312,samochd,1.0,0.00043591979075850045,1.0,0.0026109660574412533,śliczny,2,0.0007102272727272727,2,0.004056795131845842
1212,,,,,,isium,1.0,0.000782472613458529,1.0,0.003861003861003861,warsztat,1.0,0.0005310674455655868,1.0,0.0030120481927710845,śnić,1.0,0.0005122950819672131,1.0,0.0029498525073746312,samo,1.0,0.00043591979075850045,1.0,0.0026109660574412533,jaga,2,0.0007102272727272727,2,0.004056795131845842
1213,,,,,,jabuszko,1.0,0.000782472613458529,1.0,0.003861003861003861,walec,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Kam,1.0,0.0005122950819672131,1.0,0.0029498525073746312,duzi,1.0,0.00043591979075850045,1.0,0.0026109660574412533,start,1,0.0003551136363636364,1,0.002028397565922921
1214,,,,,,jaciee,1.0,0.000782472613458529,1.0,0.003861003861003861,wakacje,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Kaj,1.0,0.0005122950819672131,1.0,0.0029498525073746312,sksynąć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spróbować,1,0.0003551136363636364,1,0.002028397565922921
1215,,,,,,jad,1.0,0.000782472613458529,1.0,0.003861003861003861,wafelka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Gosia,1.0,0.0005122950819672131,1.0,0.0029498525073746312,składać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,złoty,1,0.0003551136363636364,1,0.002028397565922921
1216,,,,,,jaki,1.0,0.000782472613458529,1.0,0.003861003861003861,ała,1.0,0.0005310674455655868,1.0,0.0030120481927710845,świat,1.0,0.0005122950819672131,1.0,0.0029498525073746312,sól,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spokojny,1,0.0003551136363636364,1,0.002028397565922921
1217,,,,,,jec,1.0,0.000782472613458529,1.0,0.003861003861003861,urodziny,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Asia,1.0,0.0005122950819672131,1.0,0.0029498525073746312,smarować,1.0,0.00043591979075850045,1.0,0.0026109660574412533,złoto,1,0.0003551136363636364,1,0.002028397565922921
1218,,,,,,jeceać,1.0,0.000782472613458529,1.0,0.003861003861003861,wiki,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ku,1.0,0.0005122950819672131,1.0,0.0029498525073746312,suszarka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,szyneczka,1,0.0003551136363636364,1,0.002028397565922921
1219,,,,,,kasza,1.0,0.000782472613458529,1.0,0.003861003861003861,wilka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,świna,1.0,0.0005122950819672131,1.0,0.0029498525073746312,suszarek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,szymonka,1,0.0003551136363636364,1,0.002028397565922921
1220,,,,,,kasztan,1.0,0.000782472613458529,1.0,0.003861003861003861,witać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Warszawa,1.0,0.0005122950819672131,1.0,0.0029498525073746312,super,1.0,0.00043591979075850045,1.0,0.0026109660574412533,słonce,1,0.0003551136363636364,1,0.002028397565922921
1221,,,,,,kawa,1.0,0.000782472613458529,1.0,0.003861003861003861,wrócić,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Ala,1.0,0.0005122950819672131,1.0,0.0029498525073746312,czitać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,solidny,1,0.0003551136363636364,1,0.002028397565922921
1222,,,,,,kozi,1.0,0.000782472613458529,1.0,0.003861003861003861,apta,1.0,0.0005310674455655868,1.0,0.0030120481927710845,święty,1.0,0.0005122950819672131,1.0,0.0029498525073746312,suchowola,1.0,0.00043591979075850045,1.0,0.0026109660574412533,abus,1,0.0003551136363636364,1,0.002028397565922921
1223,,,,,,kościół,1.0,0.000782472613458529,1.0,0.003861003861003861,aster,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Żnina,1.0,0.0005122950819672131,1.0,0.0029498525073746312,stąd,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sprawdzić,1,0.0003551136363636364,1,0.002028397565922921
1224,,,,,,kościółka,1.0,0.000782472613458529,1.0,0.003861003861003861,wsypować,1.0,0.0005310674455655868,1.0,0.0030120481927710845,żaba,1.0,0.0005122950819672131,1.0,0.0029498525073746312,stół,1.0,0.00043591979075850045,1.0,0.0026109660574412533,szymka,1,0.0003551136363636364,1,0.002028397565922921
1225,,,,,,kredek,1.0,0.000782472613458529,1.0,0.003861003861003861,aumie,1.0,0.0005310674455655868,1.0,0.0030120481927710845,krówka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,stór,1.0,0.00043591979075850045,1.0,0.0026109660574412533,całować,1,0.0003551136363636364,1,0.002028397565922921
1226,,,,,,kredka,1.0,0.000782472613458529,1.0,0.003861003861003861,wskoczyć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Agat,1.0,0.0005122950819672131,1.0,0.0029498525073746312,stópka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,złapać,1,0.0003551136363636364,1,0.002028397565922921
1227,,,,,,krystian,1.0,0.000782472613458529,1.0,0.003861003861003861,wsiadać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Ag,1.0,0.0005122950819672131,1.0,0.0029498525073746312,strzepnąć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,słoneczki,1,0.0003551136363636364,1,0.002028397565922921
1228,,,,,,kryć,1.0,0.000782472613458529,1.0,0.003861003861003861,wrzucić,1.0,0.0005310674455655868,1.0,0.0030120481927710845,żelka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,strzelać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,stasi,1,0.0003551136363636364,1,0.002028397565922921
1229,,,,,,królik,1.0,0.000782472613458529,1.0,0.003861003861003861,auł,1.0,0.0005310674455655868,1.0,0.0030120481927710845,żucać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,strzałka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,butka,1,0.0003551136363636364,1,0.002028397565922921
1230,,,,,,krówka,1.0,0.000782472613458529,1.0,0.003861003861003861,wrzucać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,żucie,1.0,0.0005122950819672131,1.0,0.0029498525073746312,czysto,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spodziewać,1,0.0003551136363636364,1,0.002028397565922921
1231,,,,,,kręcić,1.0,0.000782472613458529,1.0,0.003861003861003861,autek,1.0,0.0005310674455655868,1.0,0.0030120481927710845,żuka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,straszyć,1.0,0.00043591979075850045,1.0,0.0026109660574412533,łabędź,1,0.0003551136363636364,1,0.002028397565922921
1232,,,,,,książka,1.0,0.000782472613458529,1.0,0.003861003861003861,wnucuć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,życie,1.0,0.0005122950819672131,1.0,0.0029498525073746312,człowiek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,aby,1,0.0003551136363636364,1,0.002028397565922921
1233,,,,,,któroć,1.0,0.000782472613458529,1.0,0.003861003861003861,wjechal,1.0,0.0005310674455655868,1.0,0.0030120481927710845,żyrafa,1.0,0.0005122950819672131,1.0,0.0029498525073746312,strach,1.0,0.00043591979075850045,1.0,0.0026109660574412533,cal,1,0.0003551136363636364,1,0.002028397565922921
1234,,,,,,kulas,1.0,0.000782472613458529,1.0,0.003861003861003861,więcej,1.0,0.0005310674455655868,1.0,0.0030120481927710845,Adia,1.0,0.0005122950819672131,1.0,0.0029498525073746312,stołek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spędzać,1,0.0003551136363636364,1,0.002028397565922921
1235,,,,,,kultka,1.0,0.000782472613458529,1.0,0.003861003861003861,wituś,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ślimok,1.0,0.0005122950819672131,1.0,0.0029498525073746312,swieta,1.0,0.00043591979075850045,1.0,0.0026109660574412533,aciu,1,0.0003551136363636364,1,0.002028397565922921
1236,,,,,,kura,1.0,0.000782472613458529,1.0,0.003861003861003861,uratować,1.0,0.0005310674455655868,1.0,0.0030120481927710845,śierdzący,1.0,0.0005122950819672131,1.0,0.0029498525073746312,czesić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,znudzić,1,0.0003551136363636364,1,0.002028397565922921
1237,,,,,,kurczaczek,1.0,0.000782472613458529,1.0,0.003861003861003861,upaść,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zrywać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,symonka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,stacyjkowo,1,0.0003551136363636364,1,0.002028397565922921
1238,,,,,,kyka,1.0,0.000782472613458529,1.0,0.003861003861003861,aż,1.0,0.0005310674455655868,1.0,0.0030120481927710845,adas,1.0,0.0005122950819672131,1.0,0.0029498525073746312,czapa,1.0,0.00043591979075850045,1.0,0.0026109660574412533,stalki,1,0.0003551136363636364,1,0.002028397565922921
1239,,,,,,kółko,1.0,0.000782472613458529,1.0,0.003861003861003861,tv,1.0,0.0005310674455655868,1.0,0.0030120481927710845,afryka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,szyszka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,stanąć,1,0.0003551136363636364,1,0.002028397565922921
1240,,,,,,kąpiel,1.0,0.000782472613458529,1.0,0.003861003861003861,babunie,1.0,0.0005310674455655868,1.0,0.0030120481927710845,adziać,1.0,0.0005122950819672131,1.0,0.0029498525073746312,cukina,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spojrzeć,1,0.0003551136363636364,1,0.002028397565922921
1241,,,,,,kąta,1.0,0.000782472613458529,1.0,0.003861003861003861,tyuć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zusia,1.0,0.0005122950819672131,1.0,0.0029498525073746312,cukić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,słodko,1,0.0003551136363636364,1,0.002028397565922921
1242,,,,,,lala,1.0,0.000782472613458529,1.0,0.003861003861003861,tysiąc,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zuza,1.0,0.0005122950819672131,1.0,0.0029498525073746312,szybki,1.0,0.00043591979075850045,1.0,0.0026109660574412533,cbbds,1,0.0003551136363636364,1,0.002028397565922921
1243,,,,,,lali,1.0,0.000782472613458529,1.0,0.003861003861003861,babusi,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zuzieć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,sztuczka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,ósma,1,0.0003551136363636364,1,0.002028397565922921
1244,,,,,,lalić,1.0,0.000782472613458529,1.0,0.003861003861003861,babuś,1.0,0.0005310674455655868,1.0,0.0030120481927710845,króliczka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,cydać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spacelko,1,0.0003551136363636364,1,0.002028397565922921
1245,,,,,,lalusić,1.0,0.000782472613458529,1.0,0.003861003861003861,baciu,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zuziu,1.0,0.0005122950819672131,1.0,0.0029498525073746312,szmatke,1.0,0.00043591979075850045,1.0,0.0026109660574412533,cham,1,0.0003551136363636364,1,0.002028397565922921
1246,,,,,,lampa,1.0,0.000782472613458529,1.0,0.003861003861003861,tuś,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zwierzaczka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,szibka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,chabielica,1,0.0003551136363636364,1,0.002028397565922921
1247,,,,,,laptop,1.0,0.000782472613458529,1.0,0.003861003861003861,ubiąryć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zwierzątek,1.0,0.0005122950819672131,1.0,0.0029498525073746312,synek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zniknąć,1,0.0003551136363636364,1,0.002028397565922921
1248,,,,,,koń,1.0,0.000782472613458529,1.0,0.003861003861003861,bajeczka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,adrian,1.0,0.0005122950819672131,1.0,0.0029498525073746312,szczypior,1.0,0.00043591979075850045,1.0,0.0026109660574412533,ces,1,0.0003551136363636364,1,0.002028397565922921
1249,,,,,,kosić,1.0,0.000782472613458529,1.0,0.003861003861003861,bajeczke,1.0,0.0005310674455655868,1.0,0.0030120481927710845,złoże,1.0,0.0005122950819672131,1.0,0.0029498525073746312,szczypce,1.0,0.00043591979075850045,1.0,0.0026109660574412533,śpioch,1,0.0003551136363636364,1,0.002028397565922921
1250,,,,,,kawałek,1.0,0.000782472613458529,1.0,0.003861003861003861,tula,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zły,1.0,0.0005122950819672131,1.0,0.0029498525073746312,czape,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spakować,1,0.0003551136363636364,1,0.002028397565922921
1251,,,,,,kosia,1.0,0.000782472613458529,1.0,0.003861003861003861,bajke,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ćwiczenie,1.0,0.0005122950819672131,1.0,0.0029498525073746312,szczeniaczek,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sądzić,1,0.0003551136363636364,1,0.002028397565922921
1252,,,,,,keko,1.0,0.000782472613458529,1.0,0.003861003861003861,ttiangć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,adasiowy,1.0,0.0005122950819672131,1.0,0.0029498525073746312,czarny,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spalić,1,0.0003551136363636364,1,0.002028397565922921
1253,,,,,,kiciet,1.0,0.000782472613458529,1.0,0.003861003861003861,trąba,1.0,0.0005310674455655868,1.0,0.0030120481927710845,łabędź,1.0,0.0005122950819672131,1.0,0.0029498525073746312,szalik,1.0,0.00043591979075850045,1.0,0.0026109660574412533,cemenam,1,0.0003551136363636364,1,0.002028397565922921
1254,,,,,,kieszeń,1.0,0.000782472613458529,1.0,0.003861003861003861,ubierzyć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ściągnąć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,czaruś,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spacel,1,0.0003551136363636364,1,0.002028397565922921
1255,,,,,,kizie,1.0,0.000782472613458529,1.0,0.003861003861003861,babta,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ada,1.0,0.0005122950819672131,1.0,0.0029498525073746312,stolik,1.0,0.00043591979075850045,1.0,0.0026109660574412533,cedskol,1,0.0003551136363636364,1,0.002028397565922921
1256,,,,,,kić,1.0,0.000782472613458529,1.0,0.003861003861003861,ba,1.0,0.0005310674455655868,1.0,0.0030120481927710845,łapa,1.0,0.0005122950819672131,1.0,0.0029498525073746312,cókierka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sącze,1,0.0003551136363636364,1,0.002028397565922921
1257,,,,,,klacka,1.0,0.000782472613458529,1.0,0.003861003861003861,ukadać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,łapum,1.0,0.0005122950819672131,1.0,0.0029498525073746312,stawać,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spaca,1,0.0003551136363636364,1,0.002028397565922921
1258,,,,,,klara,1.0,0.000782472613458529,1.0,0.003861003861003861,babeczka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,łatka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,sowa,1.0,0.00043591979075850045,1.0,0.0026109660574412533,ce,1,0.0003551136363636364,1,0.002028397565922921
1259,,,,,,klaudia,1.0,0.000782472613458529,1.0,0.003861003861003861,ulka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,aciuć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,daniel,1.0,0.00043591979075850045,1.0,0.0026109660574412533,ada,1,0.0003551136363636364,1,0.002028397565922921
1260,,,,,,klocka,1.0,0.000782472613458529,1.0,0.003861003861003861,ulijanko,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kubeczka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,spalić,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sącz,1,0.0003551136363636364,1,0.002028397565922921
1261,,,,,,klucz,1.0,0.000782472613458529,1.0,0.003861003861003861,ulica,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ło,1.0,0.0005122950819672131,1.0,0.0029498525073746312,danonka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,zniszczyć,1,0.0003551136363636364,1,0.002028397565922921
1262,,,,,,klólicka,1.0,0.000782472613458529,1.0,0.003861003861003861,ul,1.0,0.0005310674455655868,1.0,0.0030120481927710845,łobuz,1.0,0.0005122950819672131,1.0,0.0029498525073746312,danuś,1.0,0.00043591979075850045,1.0,0.0026109660574412533,amama,1,0.0003551136363636364,1,0.002028397565922921
1263,,,,,,ko,1.0,0.000782472613458529,1.0,0.003861003861003861,ukać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,łobuziak,1.0,0.0005122950819672131,1.0,0.0029498525073746312,spacelka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,Aa,1,0.0003551136363636364,1,0.002028397565922921
1264,,,,,,kocyk,1.0,0.000782472613458529,1.0,0.003861003861003861,ujać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,ły,1.0,0.0005122950819672131,1.0,0.0029498525073746312,spacel,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spcer,1,0.0003551136363636364,1,0.002028397565922921
1265,,,,,,kok,1.0,0.000782472613458529,1.0,0.003861003861003861,ublać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,łyk,1.0,0.0005122950819672131,1.0,0.0029498525073746312,spaaść,1.0,0.00043591979075850045,1.0,0.0026109660574412533,ćitać,1,0.0003551136363636364,1,0.002028397565922921
1266,,,,,,kokek,1.0,0.000782472613458529,1.0,0.003861003861003861,ugryźć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,łyżeczka,1.0,0.0005122950819672131,1.0,0.0029498525073746312,soczka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,spełnić,1,0.0003551136363636364,1,0.002028397565922921
1267,,,,,,kolacja,1.0,0.000782472613458529,1.0,0.003861003861003861,ugryzieć,1.0,0.0005310674455655868,1.0,0.0030120481927710845,łóżeczek,1.0,0.0005122950819672131,1.0,0.0029498525073746312,spineczka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,ćwiczenie,1,0.0003551136363636364,1,0.002028397565922921
1268,,,,,,kolega,1.0,0.000782472613458529,1.0,0.003861003861003861,udać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,abus,1.0,0.0005122950819672131,1.0,0.0029498525073746312,soczewka,1.0,0.00043591979075850045,1.0,0.0026109660574412533,sos,1,0.0003551136363636364,1,0.002028397565922921
1269,,,,,,koleś,1.0,0.000782472613458529,1.0,0.003861003861003861,babić,1.0,0.0005310674455655868,1.0,0.0030120481927710845,kukurydza,1.0,0.0005122950819672131,1.0,0.0029498525073746312,delfin,1.0,0.00043591979075850045,1.0,0.0026109660574412533,aaaa,1,0.0003551136363636364,1,0.002028397565922921
1270,,,,,,kolo,1.0,0.000782472613458529,1.0,0.003861003861003861,uciekać,1.0,0.0005310674455655868,1.0,0.0030120481927710845,zamiast,1.0,0.0005122950819672131,1.0,0.0029498525073746312,sobota,1.0,0.00043591979075850045,1.0,0.0026109660574412533,słodycze,1,0.0003551136363636364,1,0.002028397565922921
1271,,,,,,kolorowy,1.0,0.000782472613458529,1.0,0.003861003861003861,babka,1.0,0.0005310674455655868,1.0,0.0030120481927710845,umrzeć,1.0,0.0005122950819672131,1.0,0.0029498525073746312,delikatny,1.0,0.00043591979075850045,1.0,0.0026109660574412533,złowić,1,0.0003551136363636364,1,0.002028397565922921
