,lemat,liczba_wystapien,czestosc_wystapien,liczba_dzieci,czestosc_dzieci
2976,spróbować,3,0.0007616146230007616,3,0.0035419126328217238
3275,tęsknąć,3,0.0007616146230007616,3,0.0035419126328217238
2973,sprawdzić,3,0.0007616146230007616,3,0.0035419126328217238
1191,karmić,3,0.0007616146230007616,3,0.0035419126328217238
1484,kwiat,3,0.0007616146230007616,3,0.0035419126328217238
3389,wesoły,3,0.0007616146230007616,3,0.0035419126328217238
2213,paulina,3,0.0007616146230007616,2,0.0023612750885478157
2370,pocałyć,3,0.0007616146230007616,3,0.0035419126328217238
3577,włosk,3,0.0007616146230007616,2,0.0023612750885478157
3578,włoski,3,0.0007616146230007616,3,0.0035419126328217238
2641,puchatka,3,0.0007616146230007616,3,0.0035419126328217238
589,dimetr,3,0.0007616146230007616,1,0.0011806375442739079
3614,zagrać,3,0.0007616146230007616,3,0.0035419126328217238
2627,psik,3,0.0007616146230007616,2,0.0023612750885478157
554,daleki,3,0.0007616146230007616,2,0.0023612750885478157
540,czuć,3,0.0007616146230007616,3,0.0035419126328217238
538,cztery,3,0.0007616146230007616,3,0.0035419126328217238
2622,psedskole,3,0.0007616146230007616,2,0.0023612750885478157
532,czesać,3,0.0007616146230007616,3,0.0035419126328217238
3646,zapięcie,3,0.0007616146230007616,2,0.0023612750885478157
680,dynia,3,0.0007616146230007616,3,0.0035419126328217238
3647,zapnieć,3,0.0007616146230007616,2,0.0023612750885478157
512,cycusia,3,0.0007616146230007616,2,0.0023612750885478157
3651,zaprosić,3,0.0007616146230007616,3,0.0035419126328217238
503,cuc,3,0.0007616146230007616,3,0.0035419126328217238
2380,poczta,3,0.0007616146230007616,2,0.0023612750885478157
471,cio,3,0.0007616146230007616,3,0.0035419126328217238
469,cieszyć,3,0.0007616146230007616,3,0.0035419126328217238
462,ciekawy,3,0.0007616146230007616,3,0.0035419126328217238
2390,podnieść,3,0.0007616146230007616,3,0.0035419126328217238
3679,zbadać,3,0.0007616146230007616,3,0.0035419126328217238
2391,podnosić,3,0.0007616146230007616,3,0.0035419126328217238
2328,piżamka,3,0.0007616146230007616,3,0.0035419126328217238
694,dziadzius,3,0.0007616146230007616,3,0.0035419126328217238
3432,witaminka,3,0.0007616146230007616,3,0.0035419126328217238
826,fryzjer,3,0.0007616146230007616,3,0.0035419126328217238
3437,więcej,3,0.0007616146230007616,3,0.0035419126328217238
3449,wojtka,3,0.0007616146230007616,3,0.0035419126328217238
3450,wojtuś,3,0.0007616146230007616,2,0.0023612750885478157
2264,pieniążek,3,0.0007616146230007616,3,0.0035419126328217238
858,gdy,3,0.0007616146230007616,3,0.0035419126328217238
3462,wpaść,3,0.0007616146230007616,3,0.0035419126328217238
3464,wreszcie,3,0.0007616146230007616,3,0.0035419126328217238
847,gardełko,3,0.0007616146230007616,2,0.0023612750885478157
3470,wsiadać,3,0.0007616146230007616,2,0.0023612750885478157
836,gadać,3,0.0007616146230007616,3,0.0035419126328217238
835,gabryś,3,0.0007616146230007616,2,0.0023612750885478157
3484,wszędzie,3,0.0007616146230007616,3,0.0035419126328217238
707,dzie,3,0.0007616146230007616,3,0.0035419126328217238
3485,wtedy,3,0.0007616146230007616,3,0.0035419126328217238
2278,piesk,3,0.0007616146230007616,3,0.0035419126328217238
808,fifi,3,0.0007616146230007616,2,0.0023612750885478157
2292,pilot,3,0.0007616146230007616,3,0.0035419126328217238
2663,puszczać,3,0.0007616146230007616,3,0.0035419126328217238
771,ela,3,0.0007616146230007616,2,0.0023612750885478157
766,eis,3,0.0007616146230007616,3,0.0035419126328217238
3524,wyleć,3,0.0007616146230007616,3,0.0035419126328217238
3525,wymienić,3,0.0007616146230007616,3,0.0035419126328217238
2655,pupa,3,0.0007616146230007616,3,0.0035419126328217238
3542,wyschnąć,3,0.0007616146230007616,2,0.0023612750885478157
3687,zdanie,3,0.0007616146230007616,3,0.0035419126328217238
2608,przylecieć,3,0.0007616146230007616,3,0.0035419126328217238
432,chwila,3,0.0007616146230007616,3,0.0035419126328217238
2500,posikać,3,0.0007616146230007616,2,0.0023612750885478157
140,babać,3,0.0007616146230007616,2,0.0023612750885478157
3855,łyżeczka,3,0.0007616146230007616,3,0.0035419126328217238
3856,łyżka,3,0.0007616146230007616,3,0.0035419126328217238
132,ała,3,0.0007616146230007616,3,0.0035419126328217238
120,autek,3,0.0007616146230007616,3,0.0035419126328217238
3864,ściana,3,0.0007616146230007616,3,0.0035419126328217238
3868,ścigać,3,0.0007616146230007616,3,0.0035419126328217238
2494,porozmawiać,3,0.0007616146230007616,3,0.0035419126328217238
3873,śliczny,3,0.0007616146230007616,3,0.0035419126328217238
105,antosia,3,0.0007616146230007616,3,0.0035419126328217238
101,ankieta,3,0.0007616146230007616,2,0.0023612750885478157
3878,śmiać,3,0.0007616146230007616,3,0.0035419126328217238
399,chmura,3,0.0007616146230007616,3,0.0035419126328217238
88,amu,3,0.0007616146230007616,2,0.0023612750885478157
84,amelka,3,0.0007616146230007616,2,0.0023612750885478157
80,amać,3,0.0007616146230007616,2,0.0023612750885478157
42,abet,3,0.0007616146230007616,1,0.0011806375442739079
2518,potrzebować,3,0.0007616146230007616,3,0.0035419126328217238
3917,żartować,3,0.0007616146230007616,3,0.0035419126328217238
26,Ola,3,0.0007616146230007616,3,0.0035419126328217238
3923,żelek,3,0.0007616146230007616,2,0.0023612750885478157
2524,powiesić,3,0.0007616146230007616,3,0.0035419126328217238
9,Al,3,0.0007616146230007616,2,0.0023612750885478157
6,Adia,3,0.0007616146230007616,2,0.0023612750885478157
2558,prosiaczka,3,0.0007616146230007616,3,0.0035419126328217238
3837,łać,3,0.0007616146230007616,2,0.0023612750885478157
3835,ławka,3,0.0007616146230007616,2,0.0023612750885478157
3830,łapać,3,0.0007616146230007616,3,0.0035419126328217238
393,chips,3,0.0007616146230007616,2,0.0023612750885478157
3717,zgubić,3,0.0007616146230007616,3,0.0035419126328217238
2596,przyjaciel,3,0.0007616146230007616,3,0.0035419126328217238
2415,pojać,3,0.0007616146230007616,3,0.0035419126328217238
3727,zima,3,0.0007616146230007616,3,0.0035419126328217238
375,ce,3,0.0007616146230007616,2,0.0023612750885478157
3732,ziupa,3,0.0007616146230007616,3,0.0035419126328217238
2590,przewrócić,3,0.0007616146230007616,3,0.0035419126328217238
316,brązowy,3,0.0007616146230007616,3,0.0035419126328217238
312,brzusio,3,0.0007616146230007616,3,0.0035419126328217238
301,broda,3,0.0007616146230007616,3,0.0035419126328217238
2442,policjant,3,0.0007616146230007616,3,0.0035419126328217238
2444,polizać,3,0.0007616146230007616,2,0.0023612750885478157
270,boisko,3,0.0007616146230007616,2,0.0023612750885478157
3794,zuzia,3,0.0007616146230007616,3,0.0035419126328217238
3801,zwierzątek,3,0.0007616146230007616,2,0.0023612750885478157
2460,pomidorek,3,0.0007616146230007616,3,0.0035419126328217238
3808,złamać,3,0.0007616146230007616,3,0.0035419126328217238
221,bed,3,0.0007616146230007616,2,0.0023612750885478157
205,batonik,3,0.0007616146230007616,3,0.0035419126328217238
186,bananka,3,0.0007616146230007616,3,0.0035419126328217238
2474,pooglądać,3,0.0007616146230007616,3,0.0035419126328217238
3829,łapa,3,0.0007616146230007616,1,0.0011806375442739079
2253,pieczątka,3,0.0007616146230007616,2,0.0023612750885478157
2869,silny,3,0.0007616146230007616,3,0.0035419126328217238
949,głośno,3,0.0007616146230007616,3,0.0035419126328217238
968,hej,3,0.0007616146230007616,2,0.0023612750885478157
987,hulajnoga,3,0.0007616146230007616,2,0.0023612750885478157
961,hani,3,0.0007616146230007616,3,0.0035419126328217238
2217,paznokieć,3,0.0007616146230007616,3,0.0035419126328217238
998,i tak dalej,3,0.0007616146230007616,2,0.0023612750885478157
962,hanie,3,0.0007616146230007616,3,0.0035419126328217238
1005,idzies,3,0.0007616146230007616,2,0.0023612750885478157
2697,płat,3,0.0007616146230007616,2,0.0023612750885478157
3404,wielki,3,0.0007616146230007616,3,0.0035419126328217238
1003,idealny,3,0.0007616146230007616,2,0.0023612750885478157
974,hena,3,0.0007616146230007616,1,0.0011806375442739079
984,huba,3,0.0007616146230007616,1,0.0011806375442739079
2214,paulinka,3,0.0007616146230007616,3,0.0035419126328217238
2229,peppe,3,0.0007616146230007616,2,0.0023612750885478157
2215,paweł,3,0.0007616146230007616,1,0.0011806375442739079
3420,wikus,3,0.0007616146230007616,1,0.0011806375442739079
908,gruby,3,0.0007616146230007616,3,0.0035419126328217238
3396,widok,3,0.0007616146230007616,2,0.0023612750885478157
3379,wcale,3,0.0007616146230007616,3,0.0035419126328217238
338,burek,2,0.0005077430820005078,2,0.0023612750885478157
3038,sweterka,2,0.0005077430820005078,2,0.0023612750885478157
330,bujuć,2,0.0005077430820005078,2,0.0023612750885478157
2814,sala,2,0.0005077430820005078,2,0.0023612750885478157
2430,pokonać,2,0.0005077430820005078,2,0.0023612750885478157
2815,salon,2,0.0005077430820005078,2,0.0023612750885478157
337,burak,2,0.0005077430820005078,1,0.0011806375442739079
3036,suszarka,2,0.0005077430820005078,2,0.0023612750885478157
2034,odebrać,2,0.0005077430820005078,2,0.0023612750885478157
971,helenka,2,0.0005077430820005078,2,0.0023612750885478157
3746,zlew,2,0.0005077430820005078,2,0.0023612750885478157
2690,pędzle,2,0.0005077430820005078,1,0.0011806375442739079
1635,malowanka,2,0.0005077430820005078,2,0.0023612750885478157
352,bułe,2,0.0005077430820005078,2,0.0023612750885478157
2702,płyta,2,0.0005077430820005078,1,0.0011806375442739079
3051,szafek,2,0.0005077430820005078,1,0.0011806375442739079
3050,szafa,2,0.0005077430820005078,2,0.0023612750885478157
1616,majować,2,0.0005077430820005078,1,0.0011806375442739079
2868,silnik,2,0.0005077430820005078,2,0.0023612750885478157
368,błoto,2,0.0005077430820005078,2,0.0023612750885478157
2591,przez,2,0.0005077430820005078,2,0.0023612750885478157
365,bądź,2,0.0005077430820005078,2,0.0023612750885478157
3047,sypko,2,0.0005077430820005078,1,0.0011806375442739079
1622,maka,2,0.0005077430820005078,1,0.0011806375442739079
3735,zjadać,2,0.0005077430820005078,2,0.0023612750885478157
3737,zjezdzalnia,2,0.0005077430820005078,1,0.0011806375442739079
3738,zjezdzać,2,0.0005077430820005078,1,0.0011806375442739079
356,buźka,2,0.0005077430820005078,1,0.0011806375442739079
1629,makspan,2,0.0005077430820005078,2,0.0023612750885478157
3042,syknąć,2,0.0005077430820005078,1,0.0011806375442739079
3041,syczeć,2,0.0005077430820005078,1,0.0011806375442739079
329,buju,2,0.0005077430820005078,2,0.0023612750885478157
2424,pokarmić,2,0.0005077430820005078,2,0.0023612750885478157
3027,suchy,2,0.0005077430820005078,2,0.0023612750885478157
315,brzydko,2,0.0005077430820005078,2,0.0023612750885478157
2030,odcinek,2,0.0005077430820005078,2,0.0023612750885478157
2226,pepe,2,0.0005077430820005078,2,0.0023612750885478157
282,boza,2,0.0005077430820005078,2,0.0023612750885478157
3343,uspokoić,2,0.0005077430820005078,2,0.0023612750885478157
3775,zostawać,2,0.0005077430820005078,2,0.0023612750885478157
1687,maska,2,0.0005077430820005078,1,0.0011806375442739079
3008,straż,2,0.0005077430820005078,2,0.0023612750885478157
2446,poloń,2,0.0005077430820005078,1,0.0011806375442739079
3007,straszyć,2,0.0005077430820005078,2,0.0023612750885478157
3006,straszny,2,0.0005077430820005078,2,0.0023612750885478157
1695,mati,2,0.0005077430820005078,2,0.0023612750885478157
3011,strona,2,0.0005077430820005078,2,0.0023612750885478157
1696,matitan,2,0.0005077430820005078,1,0.0011806375442739079
268,boguś,2,0.0005077430820005078,2,0.0023612750885478157
2018,obok,2,0.0005077430820005078,2,0.0023612750885478157
3002,stolik,2,0.0005077430820005078,2,0.0023612750885478157
1702,małgosia,2,0.0005077430820005078,2,0.0023612750885478157
264,bobek,2,0.0005077430820005078,1,0.0011806375442739079
1704,małpa,2,0.0005077430820005078,2,0.0023612750885478157
256,blok,2,0.0005077430820005078,2,0.0023612750885478157
283,bozi,2,0.0005077430820005078,1,0.0011806375442739079
2443,policzek,2,0.0005077430820005078,2,0.0023612750885478157
3754,zmywać,2,0.0005077430820005078,2,0.0023612750885478157
1666,mao,2,0.0005077430820005078,2,0.0023612750885478157
1656,mamus,2,0.0005077430820005078,1,0.0011806375442739079
2585,przestraszyć,2,0.0005077430820005078,2,0.0023612750885478157
972,helikopter,2,0.0005077430820005078,2,0.0023612750885478157
3056,szampon,2,0.0005077430820005078,2,0.0023612750885478157
973,hello,2,0.0005077430820005078,2,0.0023612750885478157
3759,znak,2,0.0005077430820005078,2,0.0023612750885478157
306,brumbrum,2,0.0005077430820005078,2,0.0023612750885478157
303,brudno,2,0.0005077430820005078,2,0.0023612750885478157
3020,stuk,2,0.0005077430820005078,1,0.0011806375442739079
2198,pas,2,0.0005077430820005078,2,0.0023612750885478157
300,brm,2,0.0005077430820005078,1,0.0011806375442739079
297,brawo,2,0.0005077430820005078,2,0.0023612750885478157
3016,strzelać,2,0.0005077430820005078,2,0.0023612750885478157
1674,marta,2,0.0005077430820005078,2,0.0023612750885478157
293,bransoletka,2,0.0005077430820005078,2,0.0023612750885478157
2022,obrać,2,0.0005077430820005078,2,0.0023612750885478157
292,bramka,2,0.0005077430820005078,1,0.0011806375442739079
2441,policja,2,0.0005077430820005078,2,0.0023612750885478157
3055,szalony,2,0.0005077430820005078,2,0.0023612750885478157
1600,maciusie,2,0.0005077430820005078,2,0.0023612750885478157
376,cebula,2,0.0005077430820005078,1,0.0011806375442739079
476,cisio,2,0.0005077430820005078,1,0.0011806375442739079
2231,peppę,2,0.0005077430820005078,1,0.0011806375442739079
3103,słoneczny,2,0.0005077430820005078,2,0.0023612750885478157
1086,jedż,2,0.0005077430820005078,2,0.0023612750885478157
1525,lek,2,0.0005077430820005078,1,0.0011806375442739079
1085,jedźe,2,0.0005077430820005078,1,0.0011806375442739079
3678,zaświeć,2,0.0005077430820005078,1,0.0011806375442739079
1528,lekcja,2,0.0005077430820005078,2,0.0023612750885478157
3681,zbić,2,0.0005077430820005078,2,0.0023612750885478157
1532,lenka,2,0.0005077430820005078,2,0.0023612750885478157
1534,leon,2,0.0005077430820005078,2,0.0023612750885478157
2393,podrapać,2,0.0005077430820005078,2,0.0023612750885478157
3099,słomka,2,0.0005077430820005078,2,0.0023612750885478157
3098,słodycze,2,0.0005077430820005078,2,0.0023612750885478157
447,ciacie,2,0.0005077430820005078,1,0.0011806375442739079
446,ciacho,2,0.0005077430820005078,2,0.0023612750885478157
1543,leżakować,2,0.0005077430820005078,2,0.0023612750885478157
3686,zbój,2,0.0005077430820005078,1,0.0011806375442739079
2388,podmuchać,2,0.0005077430820005078,2,0.0023612750885478157
1515,latarka,2,0.0005077430820005078,2,0.0023612750885478157
444,ciach,2,0.0005077430820005078,1,0.0011806375442739079
480,ciuch,2,0.0005077430820005078,1,0.0011806375442739079
1494,kąta,2,0.0005077430820005078,1,0.0011806375442739079
2075,ojej,2,0.0005077430820005078,2,0.0023612750885478157
3395,widać,2,0.0005077430820005078,2,0.0023612750885478157
1497,kłaść,2,0.0005077430820005078,2,0.0023612750885478157
501,coć,2,0.0005077430820005078,1,0.0011806375442739079
1499,la,2,0.0005077430820005078,1,0.0011806375442739079
1500,ladio,2,0.0005077430820005078,1,0.0011806375442739079
1501,lak,2,0.0005077430820005078,2,0.0023612750885478157
3655,zarabiać,2,0.0005077430820005078,2,0.0023612750885478157
2073,oh,2,0.0005077430820005078,1,0.0011806375442739079
2377,pociągnąć,2,0.0005077430820005078,2,0.0023612750885478157
3659,zasnąć,2,0.0005077430820005078,2,0.0023612750885478157
1507,lampka,2,0.0005077430820005078,2,0.0023612750885478157
3110,słychać,2,0.0005077430820005078,2,0.0023612750885478157
3664,zatrzymać,2,0.0005077430820005078,2,0.0023612750885478157
2382,poczęstować,2,0.0005077430820005078,2,0.0023612750885478157
3108,słuchawka,2,0.0005077430820005078,2,0.0023612750885478157
2064,ogródek,2,0.0005077430820005078,2,0.0023612750885478157
1548,lila,2,0.0005077430820005078,2,0.0023612750885478157
1605,madzić,2,0.0005077430820005078,1,0.0011806375442739079
1581,lucynka,2,0.0005077430820005078,2,0.0023612750885478157
967,hałhać,2,0.0005077430820005078,1,0.0011806375442739079
2412,pogłaskać,2,0.0005077430820005078,1,0.0011806375442739079
2597,przyjaciółka,2,0.0005077430820005078,2,0.0023612750885478157
1587,luszać,2,0.0005077430820005078,1,0.0011806375442739079
390,chem,2,0.0005077430820005078,1,0.0011806375442739079
3068,szkodzić,2,0.0005077430820005078,2,0.0023612750885478157
1077,jaś,2,0.0005077430820005078,1,0.0011806375442739079
1075,jazda,2,0.0005077430820005078,1,0.0011806375442739079
2804,rękaw,2,0.0005077430820005078,2,0.0023612750885478157
3064,szeczytać,2,0.0005077430820005078,1,0.0011806375442739079
2048,odzić,2,0.0005077430820005078,2,0.0023612750885478157
3724,ziemia,2,0.0005077430820005078,2,0.0023612750885478157
2997,stawać,2,0.0005077430820005078,2,0.0023612750885478157
380,ceneć,2,0.0005077430820005078,1,0.0011806375442739079
3725,ziemniaczka,2,0.0005077430820005078,2,0.0023612750885478157
1603,mada,2,0.0005077430820005078,1,0.0011806375442739079
3338,urodzić,2,0.0005077430820005078,2,0.0023612750885478157
394,chlast,2,0.0005077430820005078,1,0.0011806375442739079
401,cho,2,0.0005077430820005078,1,0.0011806375442739079
3089,szynka,2,0.0005077430820005078,2,0.0023612750885478157
3711,zgadnijć,2,0.0005077430820005078,2,0.0023612750885478157
438,chłop,2,0.0005077430820005078,1,0.0011806375442739079
1554,lis,2,0.0005077430820005078,2,0.0023612750885478157
3336,urodzinowy,2,0.0005077430820005078,2,0.0023612750885478157
1557,listek,2,0.0005077430820005078,2,0.0023612750885478157
3692,zderzyć,2,0.0005077430820005078,1,0.0011806375442739079
3696,zdlowy,2,0.0005077430820005078,1,0.0011806375442739079
1563,liziak,2,0.0005077430820005078,2,0.0023612750885478157
427,chrzciny,2,0.0005077430820005078,2,0.0023612750885478157
3082,szyja,2,0.0005077430820005078,1,0.0011806375442739079
1566,lobić,2,0.0005077430820005078,1,0.0011806375442739079
424,chrupek,2,0.0005077430820005078,2,0.0023612750885478157
2604,przykleić,2,0.0005077430820005078,2,0.0023612750885478157
416,chomik,2,0.0005077430820005078,2,0.0023612750885478157
3077,sztół,2,0.0005077430820005078,1,0.0011806375442739079
3076,sztuczka,2,0.0005077430820005078,2,0.0023612750885478157
3709,zeszyt,2,0.0005077430820005078,2,0.0023612750885478157
1576,luba,2,0.0005077430820005078,1,0.0011806375442739079
251,blanka,2,0.0005077430820005078,1,0.0011806375442739079
2992,stasie,2,0.0005077430820005078,1,0.0011806375442739079
1711,me,2,0.0005077430820005078,1,0.0011806375442739079
89,anan,2,0.0005077430820005078,1,0.0011806375442739079
2219,pać,2,0.0005077430820005078,2,0.0023612750885478157
2548,prawie,2,0.0005077430820005078,1,0.0011806375442739079
2911,skoła,2,0.0005077430820005078,2,0.0023612750885478157
2218,pazujek,2,0.0005077430820005078,1,0.0011806375442739079
1864,najodzie,2,0.0005077430820005078,1,0.0011806375442739079
1866,nakalić,2,0.0005077430820005078,1,0.0011806375442739079
93,anetka,2,0.0005077430820005078,1,0.0011806375442739079
2502,poskakać,2,0.0005077430820005078,2,0.0023612750885478157
2906,sklepik,2,0.0005077430820005078,2,0.0023612750885478157
3898,środek,2,0.0005077430820005078,2,0.0023612750885478157
1038,jaananen,2,0.0005077430820005078,1,0.0011806375442739079
86,amięna,2,0.0005077430820005078,1,0.0011806375442739079
3884,śmieć,2,0.0005077430820005078,2,0.0023612750885478157
1958,ninka,2,0.0005077430820005078,1,0.0011806375442739079
1012,iju,2,0.0005077430820005078,1,0.0011806375442739079
83,amel,2,0.0005077430820005078,1,0.0011806375442739079
81,ambera,2,0.0005077430820005078,1,0.0011806375442739079
2709,radośnie,2,0.0005077430820005078,1,0.0011806375442739079
1965,niuniuś,2,0.0005077430820005078,1,0.0011806375442739079
102,antek,2,0.0005077430820005078,2,0.0023612750885478157
103,antos,2,0.0005077430820005078,1,0.0011806375442739079
2549,prawo,2,0.0005077430820005078,1,0.0011806375442739079
2929,smoczka,2,0.0005077430820005078,2,0.0023612750885478157
2928,smoczek,2,0.0005077430820005078,2,0.0023612750885478157
1048,jaga,2,0.0005077430820005078,2,0.0023612750885478157
3857,łódka,2,0.0005077430820005078,2,0.0023612750885478157
2488,popływać,2,0.0005077430820005078,2,0.0023612750885478157
1834,myjuć,2,0.0005077430820005078,2,0.0023612750885478157
3375,warkoczyk,2,0.0005077430820005078,1,0.0011806375442739079
117,asia,2,0.0005077430820005078,2,0.0023612750885478157
1840,myłać,2,0.0005077430820005078,2,0.0023612750885478157
2552,prezencik,2,0.0005077430820005078,2,0.0023612750885478157
3352,utknąć,2,0.0005077430820005078,2,0.0023612750885478157
1973,nocować,2,0.0005077430820005078,2,0.0023612750885478157
111,arbuz,2,0.0005077430820005078,2,0.0023612750885478157
1846,móź,2,0.0005077430820005078,2,0.0023612750885478157
1847,mądry,2,0.0005077430820005078,2,0.0023612750885478157
110,apu,2,0.0005077430820005078,1,0.0011806375442739079
1009,igor,2,0.0005077430820005078,2,0.0023612750885478157
3890,śnić,2,0.0005077430820005078,2,0.0023612750885478157
1955,nikoś,2,0.0005077430820005078,1,0.0011806375442739079
2204,pasztet,2,0.0005077430820005078,2,0.0023612750885478157
3926,żołnierz,2,0.0005077430820005078,2,0.0023612750885478157
2538,pożarny,2,0.0005077430820005078,2,0.0023612750885478157
2216,pawła,2,0.0005077430820005078,1,0.0011806375442739079
2521,potwór,2,0.0005077430820005078,2,0.0023612750885478157
1032,iłodić,2,0.0005077430820005078,1,0.0011806375442739079
1031,iło,2,0.0005077430820005078,1,0.0011806375442739079
23,Kaj,2,0.0005077430820005078,1,0.0011806375442739079
22,Juzy,2,0.0005077430820005078,1,0.0011806375442739079
20,Gosia,2,0.0005077430820005078,2,0.0023612750885478157
16,Chem,2,0.0005077430820005078,1,0.0011806375442739079
2512,posłuchać,2,0.0005077430820005078,2,0.0023612750885478157
2877,sisi,2,0.0005077430820005078,1,0.0011806375442739079
2876,siostrzyczka,2,0.0005077430820005078,2,0.0023612750885478157
3928,żucie,2,0.0005077430820005078,1,0.0011806375442739079
3932,żyrafa,2,0.0005077430820005078,2,0.0023612750885478157
3365,uśpić,2,0.0005077430820005078,1,0.0011806375442739079
2871,sio,2,0.0005077430820005078,2,0.0023612750885478157
1937,niemożliwy,2,0.0005077430820005078,2,0.0023612750885478157
2529,pozjeżdżać,2,0.0005077430820005078,2,0.0023612750885478157
2882,siusiać,2,0.0005077430820005078,2,0.0023612750885478157
3914,żabka,2,0.0005077430820005078,2,0.0023612750885478157
1912,nena,2,0.0005077430820005078,1,0.0011806375442739079
36,Włochy,2,0.0005077430820005078,1,0.0011806375442739079
3901,światełka,2,0.0005077430820005078,1,0.0011806375442739079
2899,skarpetka,2,0.0005077430820005078,2,0.0023612750885478157
1890,nasypać,2,0.0005077430820005078,2,0.0023612750885478157
2515,potańczyć,2,0.0005077430820005078,2,0.0023612750885478157
50,adas,2,0.0005077430820005078,2,0.0023612750885478157
48,adam,2,0.0005077430820005078,2,0.0023612750885478157
47,ada,2,0.0005077430820005078,2,0.0023612750885478157
46,aciu,2,0.0005077430820005078,2,0.0023612750885478157
2893,skajpetka,2,0.0005077430820005078,1,0.0011806375442739079
2892,siśiu,2,0.0005077430820005078,2,0.0023612750885478157
1951,niklina,2,0.0005077430820005078,1,0.0011806375442739079
1900,nauczyć,2,0.0005077430820005078,2,0.0023612750885478157
1901,nauka,2,0.0005077430820005078,2,0.0023612750885478157
3911,źle,2,0.0005077430820005078,2,0.0023612750885478157
1013,ile,2,0.0005077430820005078,2,0.0023612750885478157
2517,potrzebny,2,0.0005077430820005078,2,0.0023612750885478157
39,aa,2,0.0005077430820005078,2,0.0023612750885478157
133,ałać,2,0.0005077430820005078,2,0.0023612750885478157
1050,jagódka,2,0.0005077430820005078,2,0.0023612750885478157
1713,mechanik,2,0.0005077430820005078,2,0.0023612750885478157
3817,ć,2,0.0005077430820005078,2,0.0023612750885478157
981,hok,2,0.0005077430820005078,1,0.0011806375442739079
225,belle,2,0.0005077430820005078,2,0.0023612750885478157
2000,nóżek,2,0.0005077430820005078,2,0.0023612750885478157
1746,miksować,2,0.0005077430820005078,2,0.0023612750885478157
2972,spotkać,2,0.0005077430820005078,2,0.0023612750885478157
218,beatka,2,0.0005077430820005078,2,0.0023612750885478157
1998,nynu,2,0.0005077430820005078,1,0.0011806375442739079
2569,przeczkol,2,0.0005077430820005078,2,0.0023612750885478157
991,husie,2,0.0005077430820005078,2,0.0023612750885478157
191,barbia,2,0.0005077430820005078,2,0.0023612750885478157
1756,mina,2,0.0005077430820005078,2,0.0023612750885478157
1757,mini,2,0.0005077430820005078,2,0.0023612750885478157
1758,minia,2,0.0005077430820005078,2,0.0023612750885478157
203,bater,2,0.0005077430820005078,1,0.0011806375442739079
1996,nuski,2,0.0005077430820005078,1,0.0011806375442739079
1761,minuta,2,0.0005077430820005078,2,0.0023612750885478157
3818,ćie,2,0.0005077430820005078,1,0.0011806375442739079
196,bartuś,2,0.0005077430820005078,2,0.0023612750885478157
229,benzynowy,2,0.0005077430820005078,2,0.0023612750885478157
2833,scepienie,2,0.0005077430820005078,1,0.0011806375442739079
230,berek,2,0.0005077430820005078,2,0.0023612750885478157
233,bi,2,0.0005077430820005078,1,0.0011806375442739079
2014,obiecywać,2,0.0005077430820005078,2,0.0023612750885478157
2994,statek,2,0.0005077430820005078,2,0.0023612750885478157
2993,stasiek,2,0.0005077430820005078,2,0.0023612750885478157
1492,kąpiel,2,0.0005077430820005078,2,0.0023612750885478157
2827,sandałka,2,0.0005077430820005078,1,0.0011806375442739079
2012,obiadzik,2,0.0005077430820005078,2,0.0023612750885478157
3795,zuzieć,2,0.0005077430820005078,2,0.0023612750885478157
2457,pomału,2,0.0005077430820005078,1,0.0011806375442739079
3798,zuzię,2,0.0005077430820005078,2,0.0023612750885478157
1727,michałek,2,0.0005077430820005078,2,0.0023612750885478157
2459,pomidor,2,0.0005077430820005078,2,0.0023612750885478157
1063,janić,2,0.0005077430820005078,1,0.0011806375442739079
237,biblioteka,2,0.0005077430820005078,2,0.0023612750885478157
3802,zwierzątko,2,0.0005077430820005078,2,0.0023612750885478157
1734,mieszać,2,0.0005077430820005078,2,0.0023612750885478157
235,biba,2,0.0005077430820005078,1,0.0011806375442739079
1736,mieu,2,0.0005077430820005078,2,0.0023612750885478157
195,bartusie,2,0.0005077430820005078,2,0.0023612750885478157
2836,schodzić,2,0.0005077430820005078,2,0.0023612750885478157
1825,muuć,2,0.0005077430820005078,1,0.0011806375442739079
1812,moń,2,0.0005077430820005078,2,0.0023612750885478157
3842,łopata,2,0.0005077430820005078,2,0.0023612750885478157
154,babunia,2,0.0005077430820005078,2,0.0023612750885478157
1804,most,2,0.0005077430820005078,2,0.0023612750885478157
2941,soczka,2,0.0005077430820005078,2,0.0023612750885478157
153,babta,2,0.0005077430820005078,2,0.0023612750885478157
1052,jajka,2,0.0005077430820005078,2,0.0023612750885478157
3845,łosość,2,0.0005077430820005078,2,0.0023612750885478157
1810,motylka,2,0.0005077430820005078,2,0.0023612750885478157
149,babkoć,2,0.0005077430820005078,1,0.0011806375442739079
2962,spiderman,2,0.0005077430820005078,1,0.0011806375442739079
2482,poprawić,2,0.0005077430820005078,2,0.0023612750885478157
1980,norka,2,0.0005077430820005078,2,0.0023612750885478157
3850,łukasz,2,0.0005077430820005078,2,0.0023612750885478157
3851,łukaszek,2,0.0005077430820005078,1,0.0011806375442739079
3853,łuś,2,0.0005077430820005078,1,0.0011806375442739079
2846,serduszek,2,0.0005077430820005078,2,0.0023612750885478157
